# LLM pairwise verification (claude-haiku-4-5-20251001) of candidate_pairs.tsv. verdict: yes/no/unsure. See verify_pairs_llm.py.
strong_a	strong_b	verdict
H3815	H5921	no
H3815	H5923	no
H3820	H3821	yes
H3820	H3823	no
H3820	H3824	yes
H3820	H3925	no
H3820	H3928	no
H3820	H4725	no
H3820	H6965	no
H3820	H6967	no
H3820	H6968	no
H3820	H7054	no
H3820	H8388	no
H3820	H8389	no
H3820	H8617	no
H3821	H3823	no
H3821	H3824	yes
H3821	H3925	no
H3821	H3928	no
H3823	H3824	no
H3823	H3925	no
H3823	H3928	no
H3824	H3925	no
H3824	H3928	no
H3828	H3835	no
H3828	H3836	no
H3828	H3837	no
H3828	H3839	no
H3828	H3843	no
H3828	H3925	no
H3828	H3928	no
H3828	H4192	no
H3828	H4404	no
H3828	H8034	no
H3828	H8035	no
H3828	H8036	no
H3830	H3831	yes
H3830	H3847	no
H3830	H4403	yes
H3830	H6466	no
H3830	H6467	no
H3830	H8516	yes
H3831	H3847	no
H3831	H4403	yes
H3831	H6466	no
H3831	H6467	no
H3831	H8516	yes
H3833	H3925	no
H3833	H3928	no
H3833	H3996	no
H3833	H5668	no
H3833	H5669	no
H3833	H8393	no
H3835	H3839	no
H3835	H3843	no
H3835	H3925	no
H3835	H3928	no
H3835	H4192	no
H3835	H4404	no
H3835	H4557	no
H3835	H5046	no
H3835	H5047	no
H3835	H5048	no
H3835	H5601	no
H3835	H5608	no
H3835	H5612	no
H3835	H5615	no
H3835	H6841	no
H3835	H6842	no
H3835	H8034	no
H3835	H8035	no
H3835	H8036	no
H3835	H8388	no
H3835	H8389	no
H3836	H3839	no
H3836	H3843	no
H3836	H3925	no
H3836	H3928	no
H3836	H4192	no
H3836	H4404	no
H3836	H4557	no
H3836	H5046	no
H3836	H5047	no
H3836	H5048	no
H3836	H5601	no
H3836	H5608	no
H3836	H5612	no
H3836	H5615	no
H3836	H6841	no
H3836	H6842	no
H3836	H8034	no
H3836	H8035	no
H3836	H8036	no
H3836	H8388	no
H3836	H8389	no
H3837	H3839	no
H3837	H3843	no
H3837	H3925	no
H3837	H3928	no
H3837	H4192	no
H3837	H4404	no
H3837	H4557	no
H3837	H5046	no
H3837	H5047	no
H3837	H5048	no
H3837	H5601	no
H3837	H5608	no
H3837	H5612	no
H3837	H5615	no
H3837	H6841	no
H3837	H6842	no
H3837	H8034	no
H3837	H8035	no
H3837	H8036	no
H3837	H8388	no
H3837	H8389	no
H3839	H3843	no
H3839	H3925	no
H3839	H3928	no
H3839	H4192	no
H3839	H4404	no
H3839	H8034	no
H3839	H8035	no
H3839	H8036	no
H3843	H3925	no
H3843	H3928	no
H3843	H4192	no
H3843	H4404	yes
H3843	H8034	no
H3843	H8035	no
H3843	H8036	no
H3847	H4403	no
H3847	H6466	no
H3847	H6467	no
H3847	H8516	no
H3851	H3852	yes
H3852	H7957	yes
H3856	H3925	no
H3856	H3928	no
H3862	H6953	no
H3867	H3880	no
H3867	H3882	no
H3867	H3914	no
H3868	H3869	no
H3868	H3870	no
H3868	H4297	no
H3868	H8247	no
H3869	H3870	no
H3871	H3892	no
H3873	H3907	no
H3873	H3908	no
H3874	H8034	no
H3874	H8035	no
H3874	H8036	no
H3880	H3882	no
H3880	H3914	yes
H3882	H3914	no
H3884	H3924	no
H3885	H4411	yes
H3885	H4784	no
H3885	H4786	no
H3885	H4805	no
H3885	H4850	no
H3885	H5126	no
H3885	H6612	no
H3885	H6613	no
H3885	H8388	no
H3885	H8389	no
H3885	H8442	no
H3885	H8519	no
H3886	H3925	no
H3886	H3928	no
H3887	H3925	no
H3887	H3928	no
H3887	H8388	no
H3887	H8389	no
H3892	H5493	no
H3892	H5494	no
H3892	H5495	no
H3892	H5564	no
H3892	H5620	no
H3892	H5627	no
H3892	H5637	no
H3892	H5869	no
H3892	H7725	no
H3892	H8388	no
H3892	H8389	no
H3895	H3925	no
H3895	H3928	no
H3895	H4241	no
H3895	H5518	no
H3896	H3925	no
H3896	H3928	no
H3896	H4241	no
H3896	H5518	no
H3898	H3899	no
H3898	H3901	yes
H3898	H3902	no
H3898	H3925	no
H3898	H3928	no
H3898	H4421	yes
H3898	H6780	no
H3898	H7058	no
H3899	H3901	no
H3899	H3902	no
H3899	H3925	no
H3899	H3928	no
H3899	H4421	no
H3899	H6780	no
H3899	H7058	yes
H3901	H3902	no
H3901	H3925	no
H3901	H3928	no
H3901	H4421	yes
H3901	H6780	no
H3901	H7058	no
H3902	H3925	no
H3902	H3928	no
H3902	H4421	no
H3902	H6780	no
H3902	H7058	no
H3905	H3906	yes
H3907	H3908	no
H3915	H3917	no
H3920	H5126	no
H3924	H6212	no
H3925	H3935	no
H3925	H3939	no
H3925	H3949	no
H3925	H3956	no
H3925	H3957	no
H3925	H3960	no
H3925	H3967	no
H3925	H3970	no
H3925	H3996	no
H3925	H4058	no
H3925	H4060	no
H3925	H4066	no
H3925	H4079	no
H3925	H4090	no
H3925	H4100	no
H3925	H4110	no
H3925	H4128	no
H3925	H4135	no
H3925	H4138	no
H3925	H4147	no
H3925	H4148	yes
H3925	H4161	no
H3925	H4175	no
H3925	H4192	no
H3925	H4198	no
H3925	H4199	no
H3925	H4214	no
H3925	H4222	no
H3925	H4229	no
H3925	H4234	no
H3925	H4237	no
H3925	H4241	no
H3925	H4256	no
H3925	H4305	no
H3925	H4306	no
H3925	H4347	no
H3925	H4349	no
H3925	H4357	no
H3925	H4390	no
H3925	H4392	no
H3925	H4393	no
H3925	H4402	no
H3925	H4404	no
H3925	H4407	no
H3925	H4421	no
H3925	H4448	no
H3925	H4449	no
H3925	H4473	no
H3925	H4507	no
H3925	H4508	no
H3925	H4526	no
H3925	H4556	no
H3925	H4561	unsure
H3925	H4569	no
H3925	H4593	no
H3925	H4616	no
H3925	H4650	no
H3925	H4651	no
H3925	H4654	no
H3925	H4658	no
H3925	H4672	no
H3925	H4707	no
H3925	H4725	no
H3925	H4745	no
H3925	H4746	no
H3925	H4747	no
H3925	H4766	no
H3925	H4767	no
H3925	H4768	no
H3925	H4791	no
H3925	H4828	no
H3925	H4832	no
H3925	H4880	no
H3925	H4900	no
H3925	H4924	no
H3925	H4932	no
H3925	H4945	no
H3925	H4998	no
H3925	H5000	no
H3925	H5003	no
H3925	H5004	no
H3925	H5046	no
H3925	H5048	no
H3925	H5057	no
H3925	H5084	no
H3925	H5085	no
H3925	H5089	no
H3925	H5091	no
H3925	H5092	no
H3925	H5128	no
H3925	H5130	no
H3925	H5131	no
H3925	H5186	no
H3925	H5190	no
H3925	H5191	no
H3925	H5192	no
H3925	H5217	no
H3925	H5221	no
H3925	H5222	no
H3925	H5224	no
H3925	H5240	no
H3925	H5273	no
H3925	H5276	no
H3925	H5277	no
H3925	H5278	no
H3925	H5285	no
H3925	H5309	no
H3925	H5310	no
H3925	H5311	no
H3925	H5319	no
H3925	H5331	no
H3925	H5348	no
H3925	H5349	no
H3925	H5352	no
H3925	H5377	no
H3925	H5393	no
H3925	H5394	no
H3925	H5429	no
H3925	H5458	no
H3925	H5462	no
H3925	H5463	no
H3925	H5472	no
H3925	H5480	no
H3925	H5512	no
H3925	H5518	no
H3925	H5526	no
H3925	H5542	no
H3925	H5549	no
H3925	H5553	no
H3925	H5572	no
H3925	H5595	no
H3925	H5597	no
H3925	H5647	no
H3925	H5650	no
H3925	H5668	no
H3925	H5669	no
H3925	H5674	no
H3925	H5676	no
H3925	H5678	no
H3925	H5680	no
H3925	H5704	no
H3925	H5707	no
H3925	H5708	no
H3925	H5713	no
H3925	H5715	no
H3925	H5716	no
H3925	H5728	no
H3925	H5750	no
H3925	H5752	no
H3925	H5759	no
H3925	H5760	no
H3925	H5763	no
H3925	H5765	no
H3925	H5766	no
H3925	H5767	no
H3925	H5768	no
H3925	H5782	no
H3925	H5785	no
H3925	H5786	no
H3925	H5787	no
H3925	H5788	no
H3925	H5810	no
H3925	H5811	no
H3925	H5842	no
H3925	H5843	no
H3925	H5848	no
H3925	H5860	no
H3925	H5861	no
H3925	H5920	no
H3925	H5923	no
H3925	H5927	no
H3925	H5954	no
H3925	H5980	no
H3925	H6113	no
H3925	H6114	no
H3925	H6115	no
H3925	H6127	no
H3925	H6128	no
H3925	H6129	no
H3925	H6155	no
H3925	H6160	no
H3925	H6161	no
H3925	H6179	no
H3925	H6180	no
H3925	H6181	no
H3925	H6186	no
H3925	H6187	no
H3925	H6289	no
H3925	H6307	no
H3925	H6310	no
H3925	H6313	no
H3925	H6314	no
H3925	H6327	no
H3925	H6331	no
H3925	H6332	no
H3925	H6333	no
H3925	H6346	no
H3925	H6352	no
H3925	H6381	no
H3925	H6382	no
H3925	H6437	no
H3925	H6440	no
H3925	H6441	no
H3925	H6466	no
H3925	H6467	no
H3925	H6481	no
H3925	H6482	no
H3925	H6491	no
H3925	H6493	no
H3925	H6509	no
H3925	H6524	no
H3925	H6525	no
H3925	H6526	no
H3925	H6529	no
H3925	H6565	no
H3925	H6578	no
H3925	H6597	no
H3925	H6601	no
H3925	H6612	no
H3925	H6615	no
H3925	H6616	no
H3925	H6617	no
H3925	H6627	no
H3925	H6675	no
H3925	H6687	no
H3925	H6688	no
H3925	H6689	no
H3925	H6723	no
H3925	H6728	no
H3925	H6731	no
H3925	H6780	no
H3925	H6803	no
H3925	H6822	no
H3925	H6823	no
H3925	H6826	no
H3925	H6857	no
H3925	H6858	no
H3925	H6895	no
H3925	H6896	no
H3925	H6898	no
H3925	H6899	no
H3925	H6923	no
H3925	H6924	no
H3925	H6982	no
H3925	H7006	no
H3925	H7043	no
H3925	H7044	no
H3925	H7054	no
H3925	H7058	no
H3925	H7061	no
H3925	H7062	no
H3925	H7096	no
H3925	H7097	no
H3925	H7099	no
H3925	H7112	no
H3925	H7113	no
H3925	H7117	no
H3925	H7136	no
H3925	H7147	no
H3925	H7151	no
H3925	H7152	no
H3925	H7154	no
H3925	H7156	no
H3925	H7176	no
H3925	H7184	no
H3925	H7200	no
H3925	H7215	no
H3925	H7227	no
H3925	H7231	no
H3925	H7232	no
H3925	H7235	no
H3925	H7292	no
H3925	H7294	no
H3925	H7310	no
H3925	H7312	no
H3925	H7315	no
H3925	H7316	no
H3925	H7317	no
H3925	H7318	no
H3925	H7322	no
H3925	H7400	no
H3925	H7403	no
H3925	H7413	no
H3925	H7437	no
H3925	H7451	no
H3925	H7453	no
H3925	H7462	no
H3925	H7463	no
H3925	H7464	no
H3925	H7468	no
H3925	H7469	no
H3925	H7471	no
H3925	H7472	no
H3925	H7473	no
H3925	H7475	no
H3925	H7489	no
H3925	H7495	no
H3925	H7496	no
H3925	H7497	no
H3925	H7499	no
H3925	H7500	no
H3925	H7522	no
H3925	H7536	no
H3925	H7554	no
H3925	H7555	no
H3925	H7556	no
H3925	H7585	no
H3925	H7589	no
H3925	H7592	no
H3925	H7595	no
H3925	H7596	no
H3925	H7599	no
H3925	H7600	no
H3925	H7617	no
H3925	H7620	no
H3925	H7700	no
H3925	H7704	no
H3925	H7706	no
H3925	H7708	no
H3925	H7735	no
H3925	H7750	no
H3925	H7751	no
H3925	H7752	no
H3925	H7846	no
H3925	H7847	no
H3925	H7848	no
H3925	H7885	no
H3925	H7887	no
H3925	H7896	no
H3925	H7897	no
H3925	H7931	no
H3925	H7932	no
H3925	H7934	no
H3925	H7946	no
H3925	H7951	no
H3925	H7952	no
H3925	H7953	no
H3925	H7961	no
H3925	H8080	no
H3925	H8127	no
H3925	H8128	no
H3925	H8129	no
H3925	H8132	no
H3925	H8138	no
H3925	H8141	no
H3925	H8144	no
H3925	H8145	no
H3925	H8147	no
H3925	H8154	no
H3925	H8248	no
H3925	H8300	no
H3925	H8301	no
H3925	H8341	no
H3925	H8351	no
H3925	H8352	no
H3925	H8357	no
H3925	H8358	no
H3925	H8359	no
H3925	H8360	no
H3925	H8376	no
H3925	H8378	no
H3925	H8379	no
H3925	H8393	no
H3925	H8395	no
H3925	H8403	no
H3925	H8416	no
H3925	H8417	no
H3925	H8419	no
H3925	H8426	no
H3925	H8427	no
H3925	H8435	no
H3925	H8442	no
H3925	H8443	no
H3925	H8444	no
H3925	H8451	yes
H3925	H8454	no
H3925	H8502	no
H3925	H8503	no
H3925	H8510	no
H3925	H8525	no
H3925	H8527	yes
H3925	H8534	no
H3925	H8552	no
H3925	H8584	no
H3925	H8597	no
H3925	H8604	no
H3925	H8605	no
H3925	H8635	no
H3925	H8641	no
H3927	H4135	no
H3927	H4136	no
H3927	H4448	no
H3927	H4449	no
H3928	H3935	no
H3928	H3939	no
H3928	H3949	no
H3928	H3956	no
H3928	H3957	no
H3928	H3960	no
H3928	H3967	no
H3928	H3970	no
H3928	H3996	no
H3928	H4058	no
H3928	H4060	no
H3928	H4066	no
H3928	H4079	no
H3928	H4090	no
H3928	H4100	no
H3928	H4110	no
H3928	H4128	no
H3928	H4135	no
H3928	H4138	no
H3928	H4147	no
H3928	H4148	no
H3928	H4161	no
H3928	H4175	no
H3928	H4192	no
H3928	H4198	no
H3928	H4199	no
H3928	H4214	no
H3928	H4218	no
H3928	H4222	no
H3928	H4229	no
H3928	H4234	no
H3928	H4237	no
H3928	H4241	no
H3928	H4256	no
H3928	H4305	no
H3928	H4306	no
H3928	H4347	no
H3928	H4349	no
H3928	H4357	no
H3928	H4390	no
H3928	H4392	no
H3928	H4393	no
H3928	H4402	no
H3928	H4404	no
H3928	H4407	no
H3928	H4421	no
H3928	H4448	no
H3928	H4449	no
H3928	H4473	no
H3928	H4507	no
H3928	H4508	no
H3928	H4526	no
H3928	H4556	no
H3928	H4561	no
H3928	H4569	no
H3928	H4593	no
H3928	H4616	no
H3928	H4650	no
H3928	H4651	no
H3928	H4654	no
H3928	H4658	no
H3928	H4672	no
H3928	H4707	no
H3928	H4725	no
H3928	H4745	no
H3928	H4746	no
H3928	H4747	no
H3928	H4766	no
H3928	H4767	no
H3928	H4768	no
H3928	H4791	no
H3928	H4828	no
H3928	H4832	no
H3928	H4880	no
H3928	H4900	no
H3928	H4924	no
H3928	H4932	no
H3928	H4945	no
H3928	H4998	no
H3928	H5000	no
H3928	H5003	no
H3928	H5004	no
H3928	H5046	no
H3928	H5048	no
H3928	H5057	no
H3928	H5084	no
H3928	H5085	no
H3928	H5089	no
H3928	H5091	no
H3928	H5092	no
H3928	H5128	no
H3928	H5130	no
H3928	H5131	no
H3928	H5186	no
H3928	H5190	no
H3928	H5191	no
H3928	H5192	no
H3928	H5217	no
H3928	H5221	no
H3928	H5222	no
H3928	H5224	no
H3928	H5240	no
H3928	H5273	no
H3928	H5276	no
H3928	H5277	no
H3928	H5278	no
H3928	H5285	no
H3928	H5309	no
H3928	H5310	no
H3928	H5311	no
H3928	H5319	no
H3928	H5331	no
H3928	H5348	no
H3928	H5349	no
H3928	H5352	no
H3928	H5377	no
H3928	H5393	no
H3928	H5394	no
H3928	H5429	no
H3928	H5458	no
H3928	H5462	no
H3928	H5463	no
H3928	H5472	no
H3928	H5480	no
H3928	H5512	no
H3928	H5518	no
H3928	H5526	no
H3928	H5542	no
H3928	H5549	no
H3928	H5553	no
H3928	H5572	no
H3928	H5595	no
H3928	H5597	no
H3928	H5647	no
H3928	H5650	no
H3928	H5668	no
H3928	H5669	no
H3928	H5674	no
H3928	H5676	no
H3928	H5678	no
H3928	H5680	no
H3928	H5704	no
H3928	H5707	no
H3928	H5708	no
H3928	H5713	no
H3928	H5715	no
H3928	H5716	no
H3928	H5728	no
H3928	H5750	no
H3928	H5752	no
H3928	H5759	no
H3928	H5760	no
H3928	H5763	no
H3928	H5765	no
H3928	H5766	no
H3928	H5767	no
H3928	H5768	no
H3928	H5782	no
H3928	H5785	no
H3928	H5786	no
H3928	H5787	no
H3928	H5788	no
H3928	H5810	no
H3928	H5811	no
H3928	H5842	no
H3928	H5843	no
H3928	H5848	no
H3928	H5860	no
H3928	H5861	no
H3928	H5920	no
H3928	H5923	no
H3928	H5927	no
H3928	H5954	no
H3928	H5980	no
H3928	H6113	no
H3928	H6114	no
H3928	H6115	no
H3928	H6127	no
H3928	H6128	no
H3928	H6129	no
H3928	H6155	no
H3928	H6160	no
H3928	H6161	no
H3928	H6179	no
H3928	H6180	no
H3928	H6181	no
H3928	H6186	no
H3928	H6187	no
H3928	H6289	no
H3928	H6307	no
H3928	H6310	no
H3928	H6313	no
H3928	H6314	no
H3928	H6327	no
H3928	H6331	no
H3928	H6332	no
H3928	H6333	no
H3928	H6346	no
H3928	H6352	no
H3928	H6381	no
H3928	H6382	no
H3928	H6437	no
H3928	H6440	no
H3928	H6441	no
H3928	H6466	no
H3928	H6467	no
H3928	H6481	no
H3928	H6482	no
H3928	H6491	no
H3928	H6493	no
H3928	H6509	no
H3928	H6524	no
H3928	H6525	no
H3928	H6526	no
H3928	H6529	no
H3928	H6565	no
H3928	H6578	no
H3928	H6597	no
H3928	H6601	no
H3928	H6612	no
H3928	H6615	no
H3928	H6616	no
H3928	H6617	no
H3928	H6627	no
H3928	H6675	no
H3928	H6687	no
H3928	H6688	no
H3928	H6689	no
H3928	H6723	no
H3928	H6728	no
H3928	H6731	no
H3928	H6780	no
H3928	H6803	no
H3928	H6822	no
H3928	H6823	no
H3928	H6826	no
H3928	H6857	no
H3928	H6858	no
H3928	H6895	no
H3928	H6896	no
H3928	H6898	no
H3928	H6899	no
H3928	H6923	no
H3928	H6924	no
H3928	H6982	no
H3928	H7006	no
H3928	H7043	no
H3928	H7044	no
H3928	H7054	no
H3928	H7058	no
H3928	H7061	no
H3928	H7062	no
H3928	H7096	no
H3928	H7097	no
H3928	H7099	no
H3928	H7112	no
H3928	H7113	no
H3928	H7117	no
H3928	H7136	no
H3928	H7147	no
H3928	H7151	no
H3928	H7152	no
H3928	H7154	no
H3928	H7156	no
H3928	H7176	no
H3928	H7184	no
H3928	H7200	no
H3928	H7215	no
H3928	H7227	no
H3928	H7231	no
H3928	H7232	no
H3928	H7235	no
H3928	H7292	no
H3928	H7294	no
H3928	H7310	no
H3928	H7312	no
H3928	H7315	no
H3928	H7316	no
H3928	H7317	no
H3928	H7318	no
H3928	H7322	no
H3928	H7400	no
H3928	H7403	no
H3928	H7413	no
H3928	H7437	no
H3928	H7451	no
H3928	H7453	no
H3928	H7462	no
H3928	H7463	no
H3928	H7464	no
H3928	H7468	no
H3928	H7469	no
H3928	H7471	no
H3928	H7472	no
H3928	H7473	no
H3928	H7475	no
H3928	H7489	no
H3928	H7495	no
H3928	H7496	no
H3928	H7497	no
H3928	H7499	no
H3928	H7500	no
H3928	H7522	no
H3928	H7536	no
H3928	H7554	no
H3928	H7555	no
H3928	H7556	no
H3928	H7585	no
H3928	H7589	no
H3928	H7592	no
H3928	H7595	no
H3928	H7596	no
H3928	H7599	no
H3928	H7600	no
H3928	H7617	no
H3928	H7620	no
H3928	H7700	no
H3928	H7704	no
H3928	H7706	no
H3928	H7708	no
H3928	H7735	no
H3928	H7750	no
H3928	H7751	no
H3928	H7752	no
H3928	H7846	no
H3928	H7847	no
H3928	H7848	no
H3928	H7885	no
H3928	H7887	no
H3928	H7896	no
H3928	H7897	no
H3928	H7931	no
H3928	H7932	no
H3928	H7934	no
H3928	H7946	no
H3928	H7951	no
H3928	H7952	no
H3928	H7953	no
H3928	H7961	no
H3928	H8080	no
H3928	H8127	no
H3928	H8128	no
H3928	H8129	no
H3928	H8132	no
H3928	H8138	no
H3928	H8141	no
H3928	H8144	no
H3928	H8145	no
H3928	H8147	no
H3928	H8154	no
H3928	H8248	no
H3928	H8300	no
H3928	H8301	no
H3928	H8341	no
H3928	H8351	no
H3928	H8352	no
H3928	H8357	no
H3928	H8358	no
H3928	H8359	no
H3928	H8360	no
H3928	H8376	no
H3928	H8378	no
H3928	H8379	no
H3928	H8393	no
H3928	H8395	no
H3928	H8403	no
H3928	H8416	no
H3928	H8417	no
H3928	H8419	no
H3928	H8426	no
H3928	H8427	no
H3928	H8435	no
H3928	H8442	no
H3928	H8443	no
H3928	H8444	no
H3928	H8451	no
H3928	H8454	no
H3928	H8502	no
H3928	H8503	no
H3928	H8510	no
H3928	H8525	no
H3928	H8527	yes
H3928	H8534	no
H3928	H8552	no
H3928	H8584	no
H3928	H8597	no
H3928	H8604	no
H3928	H8605	no
H3928	H8635	no
H3928	H8641	no
H3932	H3933	yes
H3933	H5926	no
H3935	H4556	no
H3935	H5703	no
H3935	H5706	no
H3935	H5707	no
H3935	H5713	no
H3935	H5715	no
H3935	H5749	no
H3935	H5750	no
H3935	H5932	no
H3935	H8388	no
H3935	H8389	no
H3935	H8584	no
H3940	H3941	no
H3940	H6393	no
H3947	H3949	no
H3947	H4726	no
H3947	H6491	no
H3947	H6493	no
H3947	H6495	no
H3947	H7998	no
H3948	H3949	no
H3948	H4726	no
H3948	H6491	no
H3948	H6493	no
H3948	H6495	no
H3948	H7998	no
H3949	H4726	no
H3949	H6971	no
H3949	H7998	no
H3950	H6971	no
H3953	H3954	unsure
H3955	H7699	no
H3955	H7701	no
H3955	H7702	no
H3955	H7704	no
H3955	H7706	no
H3955	H7708	no
H3955	H8388	no
H3955	H8389	no
H3955	H8443	no
H3956	H3960	no
H3956	H7617	no
H3957	H5126	no
H3957	H5393	yes
H3957	H5810	no
H3957	H5811	no
H3960	H7617	no
H3970	H4998	unsure
H3970	H5000	unsure
H3970	H8376	no
H3970	H8378	yes
H3970	H8379	no
H3970	H8427	no
H3971	H3972	no
H3974	H3975	no
H3975	H5102	no
H3975	H5104	no
H3975	H5105	no
H3980	H4361	no
H3985	H3986	yes
H3986	H4106	no
H3986	H4116	no
H3986	H4117	no
H3986	H4118	no
H3986	H4119	no
H3986	H4120	no
H3988	H5564	no
H3989	H5126	no
H3989	H8601	yes
H3990	H3991	yes
H3990	H7957	no
H3991	H7957	no
H3996	H5668	no
H3996	H5669	no
H3996	H8393	no
H4002	H5042	unsure
H4002	H5126	no
H4004	H4005	yes
H4013	H7389	no
H4022	H5126	no
H4024	H4026	yes
H4032	H4033	no
H4032	H4034	unsure
H4032	H4048	no
H4032	H4070	no
H4032	H4460	no
H4033	H4034	no
H4033	H4048	no
H4033	H4460	no
H4034	H4048	no
H4034	H4460	no
H4039	H4214	no
H4039	H4593	no
H4039	H5844	no
H4039	H6438	no
H4039	H6595	no
H4039	H6596	no
H4039	H6626	no
H4039	H6915	no
H4039	H7064	no
H4039	H7077	no
H4039	H7389	no
H4040	H4214	no
H4040	H4593	no
H4040	H5844	no
H4040	H7389	no
H4042	H4043	no
H4042	H4473	no
H4042	H4886	no
H4042	H4888	no
H4043	H4044	unsure
H4043	H4473	no
H4043	H4886	no
H4043	H4888	no
H4048	H4460	no
H4055	H4058	no
H4055	H4060	no
H4055	H4061	no
H4055	H4079	no
H4055	H4080	no
H4055	H4081	no
H4055	H4090	no
H4055	H5074	no
H4055	H5075	no
H4055	H6438	no
H4055	H6696	no
H4055	H6862	no
H4055	H6887	no
H4055	H7092	no
H4057	H4480	no
H4057	H4507	no
H4057	H4508	no
H4057	H4829	no
H4057	H4924	no
H4057	H5126	no
H4057	H7389	no
H4058	H4061	no
H4058	H4063	no
H4058	H4066	no
H4058	H4079	no
H4058	H5074	no
H4058	H5075	no
H4058	H5084	no
H4058	H5085	no
H4058	H5126	no
H4058	H6438	no
H4058	H6696	no
H4058	H6862	no
H4058	H6887	no
H4058	H7092	no
H4060	H4061	no
H4060	H4066	no
H4060	H4079	no
H4060	H4128	no
H4060	H5074	no
H4060	H5075	no
H4060	H5084	no
H4060	H5085	no
H4060	H5126	no
H4060	H6438	no
H4060	H6696	no
H4060	H6862	no
H4060	H6887	no
H4060	H7092	no
H4061	H4090	no
H4061	H5074	no
H4061	H5075	no
H4061	H6438	no
H4061	H6696	no
H4061	H6862	no
H4061	H6887	no
H4061	H7092	no
H4062	H8388	no
H4062	H8389	no
H4063	H4128	no
H4064	H5440	no
H4064	H5441	no
H4064	H5442	no
H4066	H4079	yes
H4066	H4090	yes
H4066	H4128	no
H4066	H5084	no
H4066	H5085	no
H4066	H5126	no
H4072	H5080	no
H4072	H5126	no
H4072	H5869	no
H4074	H4075	yes
H4074	H4076	yes
H4075	H4076	yes
H4079	H4080	no
H4079	H4081	no
H4079	H4090	yes
H4079	H4128	no
H4079	H5084	no
H4079	H5085	no
H4079	H5126	no
H4080	H4081	no
H4087	H4088	no
H4087	H4089	no
H4088	H4089	no
H4090	H4128	no
H4090	H5074	no
H4090	H5075	no
H4090	H5084	no
H4090	H5085	no
H4090	H5126	no
H4090	H6438	no
H4090	H6696	no
H4090	H6862	no
H4090	H6887	no
H4090	H7092	no
H4093	H4129	no
H4093	H4138	no
H4093	H4486	yes
H4093	H4726	no
H4093	H8034	no
H4093	H8035	no
H4093	H8036	no
H4100	H4310	no
H4103	H6466	no
H4103	H6467	no
H4106	H4116	yes
H4106	H4117	no
H4106	H4118	yes
H4106	H4119	no
H4106	H4120	yes
H4109	H8388	no
H4109	H8389	no
H4110	H8416	yes
H4110	H8417	no
H4110	H8552	no
H4110	H8604	no
H4110	H8605	no
H4116	H4117	no
H4116	H4118	yes
H4116	H4119	no
H4116	H4120	yes
H4117	H4118	no
H4117	H4119	yes
H4117	H4120	no
H4118	H4119	no
H4118	H4120	yes
H4119	H4120	no
H4128	H5084	no
H4128	H5085	no
H4128	H5126	no
H4129	H4138	yes
H4129	H4486	no
H4129	H4726	no
H4129	H8034	no
H4129	H8035	no
H4129	H8036	no
H4131	H4132	no
H4131	H4133	no
H4131	H4295	no
H4131	H4296	no
H4131	H4298	no
H4131	H4608	no
H4131	H4609	no
H4131	H5126	no
H4131	H6437	no
H4132	H4295	no
H4132	H4296	no
H4132	H4608	no
H4132	H4609	no
H4132	H5186	no
H4133	H4298	no
H4133	H5126	no
H4133	H5186	no
H4133	H6437	no
H4135	H4136	no
H4135	H4390	no
H4135	H4392	no
H4135	H4393	no
H4135	H4402	no
H4135	H4407	no
H4135	H5244	no
H4135	H6923	no
H4135	H6924	no
H4135	H7971	no
H4135	H8543	no
H4135	H8571	no
H4136	H4448	no
H4136	H4449	no
H4138	H4486	no
H4138	H8034	no
H4138	H8035	no
H4138	H8036	no
H4138	H8388	no
H4138	H8389	no
H4138	H8435	no
H4144	H4145	no
H4144	H4146	yes
H4144	H6168	no
H4145	H4146	no
H4145	H6168	no
H4146	H6168	no
H4147	H4148	no
H4147	H4561	no
H4147	H4726	no
H4147	H5564	no
H4148	H4561	yes
H4148	H4726	no
H4148	H5564	no
H4150	H5126	no
H4150	H5712	yes
H4155	H4164	no
H4155	H4165	no
H4155	H4588	yes
H4155	H5774	no
H4155	H5869	no
H4155	H5888	no
H4155	H5889	no
H4155	H5890	unsure
H4156	H6098	yes
H4157	H5781	no
H4157	H5995	no
H4157	H6125	yes
H4160	H4671	no
H4160	H5126	no
H4160	H8466	no
H4160	H8467	no
H4160	H8469	no
H4161	H4672	no
H4161	H6627	no
H4161	H6675	no
H4161	H8388	no
H4161	H8389	no
H4161	H8444	yes
H4164	H4165	no
H4164	H4588	no
H4164	H4689	yes
H4164	H4690	no
H4164	H5774	no
H4164	H5869	no
H4164	H5888	no
H4164	H5889	no
H4164	H5890	no
H4164	H6693	yes
H4164	H6694	no
H4165	H4166	yes
H4165	H4588	no
H4165	H4690	no
H4165	H4754	no
H4165	H4900	no
H4165	H5133	no
H4165	H5327	no
H4165	H5328	no
H4165	H5774	no
H4165	H5869	no
H4165	H5888	no
H4165	H5889	no
H4165	H5890	no
H4165	H6633	no
H4165	H6635	no
H4165	H6643	no
H4165	H7200	no
H4165	H7207	no
H4165	H7582	no
H4165	H7583	no
H4166	H4690	no
H4166	H4900	no
H4166	H5126	no
H4166	H6694	no
H4166	H7209	no
H4166	H7210	no
H4171	H4371	no
H4171	H4472	no
H4171	H4751	no
H4171	H4755	no
H4171	H4786	no
H4171	H4787	no
