# semantic field per MACULA lexeme (high+prior tiers, homograph-precise); CC0
strong	lexeme	lexeme_gloss	neighbor_strong	neighbor_lexeme	neighbor_gloss	relation	confidence	score
H3532	hbo:3532#1	lambs	H6629	hbo:6629#1	sheep	similar	prior	0.5
H3533	hbo:3533#1	it.will.be.subdued	H1792	hbo:1792	you.crush	similar	prior	0.5
H3533	hbo:3533#1	it.will.be.subdued	H7286	hbo:7286#1	he.hammered.out	similar	prior	0.5
H3533	hbo:3533#1	it.will.be.subdued	H3665	hbo:3665#1	he.humbled.himself	similar	prior	0.5
H3533	hbo:3533#1	it.will.be.subdued	H3665	hbo:3665#_nosense		similar	prior	0.5
H3533	hbo:3533#1	it.will.be.subdued	H3665	hbo:3665#2	he.humbled	similar	prior	0.5
H3533	hbo:3533#1	it.will.be.subdued	H3534	hbo:3534	a.footstool	similar	prior	0.5
H3533	hbo:3533#1	it.will.be.subdued	H3532	hbo:3532#1	lambs	similar	prior	0.5
H3534	hbo:3534	a.footstool	H3532	hbo:3532#1	lambs	similar	prior	0.5
H3535	hbo:3535#1	ewe-lambs	H3532	hbo:3532#1	lambs	similar	high	0.949
H3535	hbo:3535#1	ewe-lambs	H3775	hbo:3775#1	rams	similar	high	0.829
H3535	hbo:3535#1	ewe-lambs	H0352	hbo:0352#1	rams	similar	high	0.778
H3535	hbo:3535#1	ewe-lambs	H0352	hbo:0352b#1	pillars	similar	prior	0.5
H3535	hbo:3535#1	ewe-lambs	H0352	hbo:0352a#1	oaks	similar	prior	0.5
H3537	hbo:3537#1	jar	H1228	hbo:1228#1	a.jar	similar	prior	0.5
H3537	hbo:3537#1	jar	H3590	hbo:3590	sparks	similar	prior	0.5
H3539	hbo:3539	ruby	H3590	hbo:3590	sparks	similar	prior	0.5
H3539	hbo:3539	ruby	H3537	hbo:3537#1	jar	similar	prior	0.5
H3543	hbo:3543a	he.rebuked	H3544	hbo:3544#1	[is].dull	similar	prior	0.5
H3543	hbo:3543a	he.rebuked	H6949	hbo:6949#1	they.will.be.blunt	similar	prior	0.5
H3543	hbo:3543a	he.rebuked	H3545	hbo:3545	relief	similar	prior	0.5
H3545	hbo:3545	relief	H3544	hbo:3544#1	[is].dull	similar	prior	0.5
H3547	hbo:3547#1	serve.as.priests	H8334	hbo:8334#_nosense		similar	prior	0.5
H3547	hbo:3547#_nosense		H3550	hbo:3550#1	priesthood	similar	high	0.708
H3547	hbo:3547#_nosense		H8334	hbo:8334#1	serve	similar	prior	0.5
H3547	hbo:3547#_nosense		H8334	hbo:8334#_nosense		similar	prior	0.5
H3548	hbo:3548#1	priest	H3547	hbo:3547#_nosense		similar	prior	0.5
H3548	hbo:3548#1	priest	H3547	hbo:3547#1	serve.as.priests	similar	prior	0.5
H3550	hbo:3550#1	priesthood	H3548	hbo:3548#1	priest	similar	high	0.798
H3550	hbo:3550#1	priesthood	H3547	hbo:3547#1	serve.as.priests	similar	prior	0.5
H3553	hbo:3553#1	a.helmet	H4043	hbo:4043#1	shield	similar	high	0.743
H3553	hbo:3553#1	a.helmet	H6793	hbo:6793a#1	body.shield	similar	high	0.706
H3554	hbo:3554	you.will.be.scorched	H4348	hbo:4348#1	the.burn	similar	prior	0.5
H3555	hbo:3555	burning	H4348	hbo:4348#1	the.burn	similar	prior	0.5
H3555	hbo:3555	burning	H3554	hbo:3554	you.will.be.scorched	similar	prior	0.5
H3556	hbo:3556#1	stars	H3394	hbo:3394#1	moon	similar	high	0.888
H3556	hbo:3556#1	stars	H8064	hbo:8064#1	heavens	similar	high	0.789
H3556	hbo:3556#1	stars	H8121	hbo:8121#1	sun	similar	high	0.654
H3556	hbo:3556#1	stars	H8064	hbo:8064#_nosense		similar	prior	0.5
H3556	hbo:3556#1	stars	H8064	hbo:8064#2	O.heaven	similar	prior	0.5
H3557	hbo:3557#1	supply	H2421	hbo:2421#1	he.lived	similar	prior	0.5
H3557	hbo:3557#1	supply	H2421	hbo:2421#_nosense		similar	prior	0.5
H3557	hbo:3557#1	supply	H2421	hbo:2421#2	preserve	similar	prior	0.5
H3557	hbo:3557#2	to.hold.[it].in	H2421	hbo:2421#_nosense		similar	high	0.654
H3557	hbo:3557#2	to.hold.[it].in	H2421	hbo:2421#1	he.lived	similar	prior	0.5
H3557	hbo:3557#2	to.hold.[it].in	H2421	hbo:2421#2	preserve	similar	prior	0.5
H3557	hbo:3557#_nosense		H2421	hbo:2421#1	he.lived	similar	prior	0.5
H3557	hbo:3557#_nosense		H2421	hbo:2421#_nosense		similar	prior	0.5
H3557	hbo:3557#_nosense		H2421	hbo:2421#2	preserve	similar	prior	0.5
H3559	hbo:3559#1	prepare	H1254	hbo:1254#_nosense		similar	high	0.64
H3559	hbo:3559#1	prepare	H1129	hbo:1129#1	he.built	similar	prior	0.5
H3559	hbo:3559#1	prepare	H1129	hbo:1129#_nosense		similar	prior	0.5
H3559	hbo:3559#1	prepare	H1129	hbo:1129#2	[am].about.to.build	similar	prior	0.5
H3559	hbo:3559#1	prepare	H1254	hbo:1254#1	he.created	similar	prior	0.5
H3559	hbo:3559#1	prepare	H1254	hbo:1254b#1	you.will.cut.[it].down	similar	prior	0.5
H3559	hbo:3559#1	prepare	H3245	hbo:3245#_nosense		similar	prior	0.5
H3559	hbo:3559#1	prepare	H3322	hbo:3322#1	he.placed	similar	prior	0.5
H3559	hbo:3559#1	prepare	H3322	hbo:3322#_nosense		similar	prior	0.5
H3559	hbo:3559#1	prepare	H5564	hbo:5564#_nosense		similar	prior	0.5
H3559	hbo:3559#1	prepare	H5564	hbo:5564#1	he.will.lean	similar	prior	0.5
H3559	hbo:3559#1	prepare	H5564	hbo:5564#3	he.laid	similar	prior	0.5
H3559	hbo:3559#1	prepare	H5564	hbo:5564#2	[is].sustaining	similar	prior	0.5
H3559	hbo:3559#1	prepare	H5324	hbo:5324#1	[was].standing	similar	prior	0.5
H3559	hbo:3559#1	prepare	H5324	hbo:5324#2	was].appointed	similar	prior	0.5
H3559	hbo:3559#1	prepare	H4349	hbo:4349#1	the.place	similar	prior	0.5
H3559	hbo:3559#1	prepare	H4349	hbo:4349#2	the.foundation	similar	prior	0.5
H3559	hbo:3559#1	prepare	H5223	hbo:5223	stricken	similar	prior	0.5
H3559	hbo:3559#1	prepare	H5222	hbo:5222	stricken.[people]	similar	prior	0.5
H3559	hbo:3559#1	prepare	H5221	hbo:5221#1	he.struck.down	similar	prior	0.5
H3559	hbo:3559#1	prepare	H5221	hbo:5221#_nosense		similar	prior	0.5
H3559	hbo:3559#1	prepare	H5221	hbo:5221#2	when.struck.down	similar	prior	0.5
H3559	hbo:3559#1	prepare	H8498	hbo:8498	arrangement	similar	prior	0.5
H3559	hbo:3559#2	a.reliable.[thing]	H1129	hbo:1129#1	he.built	similar	prior	0.5
H3559	hbo:3559#2	a.reliable.[thing]	H1129	hbo:1129#_nosense		similar	prior	0.5
H3559	hbo:3559#2	a.reliable.[thing]	H1129	hbo:1129#2	[am].about.to.build	similar	prior	0.5
H3559	hbo:3559#2	a.reliable.[thing]	H1254	hbo:1254#1	he.created	similar	prior	0.5
H3559	hbo:3559#2	a.reliable.[thing]	H1254	hbo:1254#_nosense		similar	prior	0.5
H3559	hbo:3559#2	a.reliable.[thing]	H1254	hbo:1254b#1	you.will.cut.[it].down	similar	prior	0.5
H3559	hbo:3559#2	a.reliable.[thing]	H3245	hbo:3245#_nosense		similar	prior	0.5
H3559	hbo:3559#2	a.reliable.[thing]	H3322	hbo:3322#1	he.placed	similar	prior	0.5
H3559	hbo:3559#2	a.reliable.[thing]	H3322	hbo:3322#_nosense		similar	prior	0.5
H3559	hbo:3559#2	a.reliable.[thing]	H5564	hbo:5564#_nosense		similar	prior	0.5
H3559	hbo:3559#2	a.reliable.[thing]	H5564	hbo:5564#1	he.will.lean	similar	prior	0.5
H3559	hbo:3559#2	a.reliable.[thing]	H5564	hbo:5564#3	he.laid	similar	prior	0.5
H3559	hbo:3559#2	a.reliable.[thing]	H5564	hbo:5564#2	[is].sustaining	similar	prior	0.5
H3559	hbo:3559#2	a.reliable.[thing]	H5324	hbo:5324#1	[was].standing	similar	prior	0.5
H3559	hbo:3559#2	a.reliable.[thing]	H5324	hbo:5324#2	was].appointed	similar	prior	0.5
H3559	hbo:3559#2	a.reliable.[thing]	H4349	hbo:4349#1	the.place	similar	prior	0.5
H3559	hbo:3559#2	a.reliable.[thing]	H4349	hbo:4349#2	the.foundation	similar	prior	0.5
H3559	hbo:3559#2	a.reliable.[thing]	H5223	hbo:5223	stricken	similar	prior	0.5
H3559	hbo:3559#2	a.reliable.[thing]	H5222	hbo:5222	stricken.[people]	similar	prior	0.5
H3559	hbo:3559#2	a.reliable.[thing]	H5221	hbo:5221#1	he.struck.down	similar	prior	0.5
H3559	hbo:3559#2	a.reliable.[thing]	H5221	hbo:5221#_nosense		similar	prior	0.5
H3559	hbo:3559#2	a.reliable.[thing]	H5221	hbo:5221#2	when.struck.down	similar	prior	0.5
H3559	hbo:3559#2	a.reliable.[thing]	H8498	hbo:8498	arrangement	similar	prior	0.5
H3559	hbo:3559#_nosense		H1254	hbo:1254#_nosense		similar	high	0.76
H3559	hbo:3559#_nosense		H1129	hbo:1129#1	he.built	similar	prior	0.5
H3559	hbo:3559#_nosense		H1129	hbo:1129#_nosense		similar	prior	0.5
H3559	hbo:3559#_nosense		H1129	hbo:1129#2	[am].about.to.build	similar	prior	0.5
H3559	hbo:3559#_nosense		H1254	hbo:1254b#1	you.will.cut.[it].down	similar	prior	0.5
H3559	hbo:3559#_nosense		H3245	hbo:3245#_nosense		similar	prior	0.5
H3559	hbo:3559#_nosense		H3322	hbo:3322#1	he.placed	similar	prior	0.5
H3559	hbo:3559#_nosense		H3322	hbo:3322#_nosense		similar	prior	0.5
H3559	hbo:3559#_nosense		H5564	hbo:5564#_nosense		similar	prior	0.5
H3559	hbo:3559#_nosense		H5564	hbo:5564#1	he.will.lean	similar	prior	0.5
H3559	hbo:3559#_nosense		H5564	hbo:5564#3	he.laid	similar	prior	0.5
H3559	hbo:3559#_nosense		H5564	hbo:5564#2	[is].sustaining	similar	prior	0.5
H3559	hbo:3559#_nosense		H5324	hbo:5324#1	[was].standing	similar	prior	0.5
H3559	hbo:3559#_nosense		H5324	hbo:5324#2	was].appointed	similar	prior	0.5
H3559	hbo:3559#_nosense		H4349	hbo:4349#1	the.place	similar	prior	0.5
H3559	hbo:3559#_nosense		H4349	hbo:4349#2	the.foundation	similar	prior	0.5
H3559	hbo:3559#_nosense		H5223	hbo:5223	stricken	similar	prior	0.5
H3559	hbo:3559#_nosense		H5222	hbo:5222	stricken.[people]	similar	prior	0.5
H3559	hbo:3559#_nosense		H5221	hbo:5221#1	he.struck.down	similar	prior	0.5
H3559	hbo:3559#_nosense		H5221	hbo:5221#_nosense		similar	prior	0.5
H3559	hbo:3559#_nosense		H5221	hbo:5221#2	when.struck.down	similar	prior	0.5
H3559	hbo:3559#_nosense		H8498	hbo:8498	arrangement	similar	prior	0.5
H3561	hbo:3561	cakes	H3559	hbo:3559#1	prepare	similar	prior	0.5
H3561	hbo:3561	cakes	H3559	hbo:3559#_nosense		similar	prior	0.5
H3561	hbo:3561	cakes	H3559	hbo:3559#2	a.reliable.[thing]	similar	prior	0.5
H3561	hbo:3561	cakes	H4350	hbo:4350#1	stands	similar	prior	0.5
H3561	hbo:3561	cakes	H4349	hbo:4349#1	the.place	similar	prior	0.5
H3561	hbo:3561	cakes	H4349	hbo:4349#2	the.foundation	similar	prior	0.5
H3561	hbo:3561	cakes	H8498	hbo:8498	arrangement	similar	prior	0.5
H3563	hbo:3563#1	cup	H8653	hbo:8653#1	staggering	similar	high	0.942
H3576	hbo:3576#1	I.will.lie	H3577	hbo:3577#1	falsehood	similar	prior	0.5
H3576	hbo:3576#1	I.will.lie	H7411	hbo:7411a#_nosense		similar	prior	0.5
H3576	hbo:3576#1	I.will.lie	H2950	hbo:2950#1	they.have.smeared	similar	prior	0.5
H3576	hbo:3576#1	I.will.lie	H4820	hbo:4820#1	deceit	similar	prior	0.5
H3576	hbo:3576#1	I.will.lie	H8267	hbo:8267#1	falsehood	similar	prior	0.5
H3576	hbo:3576#1	I.will.lie	H0391	hbo:0391	a.deceitful.thing	similar	prior	0.5
H3576	hbo:3576#2	tell.a.lie	H3577	hbo:3577#1	falsehood	similar	prior	0.5
H3576	hbo:3576#2	tell.a.lie	H7411	hbo:7411a#_nosense		similar	prior	0.5
H3576	hbo:3576#2	tell.a.lie	H2950	hbo:2950#1	they.have.smeared	similar	prior	0.5
H3576	hbo:3576#2	tell.a.lie	H4820	hbo:4820#1	deceit	similar	prior	0.5
H3576	hbo:3576#2	tell.a.lie	H8267	hbo:8267#1	falsehood	similar	prior	0.5
H3576	hbo:3576#2	tell.a.lie	H0391	hbo:0391	a.deceitful.thing	similar	prior	0.5
H3576	hbo:3576#2	tell.a.lie	H0539	hbo:0539#1	they.believed	antonym	recall	0.374
H3577	hbo:3577#1	falsehood	H8267	hbo:8267#1	falsehood	similar	high	0.985
H3577	hbo:3577#1	falsehood	H4820	hbo:4820#1	deceit	similar	high	0.769
H3581	hbo:3581#1	strength	H1369	hbo:1369#1	strength	similar	high	0.978
H3582	hbo:3582#1	hide.[it]	H5641	hbo:5641#1	hide	similar	high	0.884
H3582	hbo:3582#1	hide.[it]	H3772	hbo:3772#1	it.will.be.cut.off	similar	prior	0.5
H3582	hbo:3582#1	hide.[it]	H3772	hbo:3772#_nosense		similar	prior	0.5
H3582	hbo:3582#1	hide.[it]	H3772	hbo:3772#2	it.was.chewed	similar	prior	0.5
H3582	hbo:3582#1	hide.[it]	H8045	hbo:8045#1	destroy	similar	prior	0.5
H3582	hbo:3582#1	hide.[it]	H8045	hbo:8045#_nosense		similar	prior	0.5
H3582	hbo:3582#2	it.is.hidden	H3772	hbo:3772#1	it.will.be.cut.off	similar	prior	0.5
H3582	hbo:3582#2	it.is.hidden	H3772	hbo:3772#_nosense		similar	prior	0.5
H3582	hbo:3582#2	it.is.hidden	H3772	hbo:3772#2	it.was.chewed	similar	prior	0.5
H3582	hbo:3582#2	it.is.hidden	H8045	hbo:8045#1	destroy	similar	prior	0.5
H3582	hbo:3582#2	it.is.hidden	H8045	hbo:8045#_nosense		similar	prior	0.5
H3582	hbo:3582#_nosense		H6789	hbo:6789#_nosense		similar	high	0.541
H3582	hbo:3582#_nosense		H3772	hbo:3772#1	it.will.be.cut.off	similar	prior	0.5
H3582	hbo:3582#_nosense		H3772	hbo:3772#_nosense		similar	prior	0.5
H3582	hbo:3582#_nosense		H3772	hbo:3772#2	it.was.chewed	similar	prior	0.5
H3582	hbo:3582#_nosense		H8045	hbo:8045#1	destroy	similar	prior	0.5
H3582	hbo:3582#_nosense		H8045	hbo:8045#_nosense		similar	prior	0.5
H3584	hbo:3584#1	he.will.deny	H3577	hbo:3577#1	falsehood	similar	prior	0.5
H3584	hbo:3584#1	he.will.deny	H8266	hbo:8266#1	you.will.deal.falsely	similar	prior	0.5
H3584	hbo:3584#1	he.will.deny	H3576	hbo:3576#1	I.will.lie	similar	prior	0.5
H3584	hbo:3584#1	he.will.deny	H3576	hbo:3576#2	tell.a.lie	similar	prior	0.5
H3584	hbo:3584#1	he.will.deny	H6601	hbo:6601#1	will.he.deceive	similar	prior	0.5
H3584	hbo:3584#1	he.will.deny	H6601	hbo:6601#2	entice	similar	prior	0.5
H3584	hbo:3584#1	he.will.deny	H6601	hbo:6601#_nosense		similar	prior	0.5
H3584	hbo:3584#1	he.will.deny	H8267	hbo:8267#1	falsehood	similar	prior	0.5
H3584	hbo:3584#1	he.will.deny	H3586	hbo:3586	lying	similar	prior	0.5
H3584	hbo:3584#2	they.cringed	H3577	hbo:3577#1	falsehood	similar	prior	0.5
H3584	hbo:3584#2	they.cringed	H8266	hbo:8266#1	you.will.deal.falsely	similar	prior	0.5
H3584	hbo:3584#2	they.cringed	H3576	hbo:3576#1	I.will.lie	similar	prior	0.5
H3584	hbo:3584#2	they.cringed	H3576	hbo:3576#2	tell.a.lie	similar	prior	0.5
H3584	hbo:3584#2	they.cringed	H6601	hbo:6601#1	will.he.deceive	similar	prior	0.5
H3584	hbo:3584#2	they.cringed	H6601	hbo:6601#2	entice	similar	prior	0.5
H3584	hbo:3584#2	they.cringed	H6601	hbo:6601#_nosense		similar	prior	0.5
H3584	hbo:3584#2	they.cringed	H8267	hbo:8267#1	falsehood	similar	prior	0.5
H3584	hbo:3584#2	they.cringed	H3586	hbo:3586	lying	similar	prior	0.5
H3584	hbo:3584#2	they.cringed	H3585	hbo:3585#1	lying	similar	prior	0.5
H3586	hbo:3586	lying	H3585	hbo:3585#1	lying	similar	prior	0.5
H3591	hbo:3591#1	javelin	H2595	hbo:2595#1	spear	similar	high	0.712
H3591	hbo:3591#1	javelin	H7420	hbo:7420#1	spears	similar	high	0.561
H3591	hbo:3591#1	javelin	H4551	hbo:4551a	quarry	similar	prior	0.5
H3591	hbo:3591#1	javelin	H3553	hbo:3553#1	a.helmet	similar	prior	0.5
H3591	hbo:3591#1	javelin	H2719	hbo:2719#1	sword	similar	prior	0.5
H3595	hbo:3595#1	laver	H4350	hbo:4350#1	stands	similar	high	0.951
H3595	hbo:3595#1	laver	H4227	hbo:4227#1	a.baking.tray	similar	prior	0.5
H3595	hbo:3595#1	laver	H3563	hbo:3563#1	cup	similar	prior	0.5
H3595	hbo:3595#1	laver	H3563	hbo:3563a#1	owl	similar	prior	0.5
H3595	hbo:3595#1	laver	H0101	hbo:0101#1	bowls	similar	prior	0.5
H3595	hbo:3595#1	laver	H3600	hbo:3600	a.stove	similar	prior	0.5
H3595	hbo:3595#1	laver	H3564	hbo:3564#1	a.furnace	similar	prior	0.5
H3596	hbo:3596	a.scoundrel	H5231	hbo:5231	deceitfulness(es)	similar	prior	0.5
H3596	hbo:3596	a.scoundrel	H5230	hbo:5230#1	they.dealt.cunningly.with	similar	prior	0.5
H3599	hbo:3599#1	a.bag	H6696	hbo:6696#1	they.laid.siege	similar	prior	0.5
H3600	hbo:3600	a.stove	H3564	hbo:3564#1	a.furnace	similar	prior	0.5
H3601	hbo:3601	distaff	H3574	hbo:3574	prosperiti(es)	similar	prior	0.5
H3601	hbo:3601	distaff	H3787	hbo:3787	to.give.success	similar	prior	0.5
H3601	hbo:3601	distaff	H3788	hbo:3788	skill	similar	prior	0.5
H3603	hbo:3603#1	talent[s]	H4488	hbo:4488#1	minas	similar	high	0.953
H3603	hbo:3603#1	talent[s]	H8255	hbo:8255#1	the.shekel	similar	high	0.89
H3603	hbo:3603#1	talent[s]	H3899	hbo:3899#1	food	similar	prior	0.5
H3603	hbo:3603#1	talent[s]	H1626	hbo:1626#1	gerah[s]	similar	prior	0.5
H3604	hbo:3604	talents	H3603	hbo:3603#1	talent[s]	similar	prior	0.5
H3605	hbo:3605#1	all	H7227	hbo:7227#1	many	similar	prior	0.5
H3605	hbo:3605#1	all	H7227	hbo:7227a#1	[the].chief	similar	prior	0.5
H3605	hbo:3605#1	all	H7227	hbo:7227#_nosense		similar	prior	0.5
H3605	hbo:3605#1	all	H3632	hbo:3632#2	an.entirety	similar	prior	0.5
H3605	hbo:3605#1	all	H3632	hbo:3632#1	a.whole.offering	similar	prior	0.5
H3605	hbo:3605#1	all	H3632	hbo:3632#3	perfect	similar	prior	0.5
H3605	hbo:3605#1	all	H4358	hbo:4358	of.perfection	similar	prior	0.5
H3605	hbo:3605#1	all	H3634	hbo:3634	they.perfected	similar	prior	0.5
H3605	hbo:3605#1	all	H4360	hbo:4360	beautiful.garments	similar	prior	0.5
H3605	hbo:3605#1	all	H4359	hbo:4359	perfection	similar	prior	0.5
H3605	hbo:3605#_nosense		H7227	hbo:7227#1	many	similar	prior	0.5
H3605	hbo:3605#_nosense		H7227	hbo:7227a#1	[the].chief	similar	prior	0.5
H3605	hbo:3605#_nosense		H7227	hbo:7227#_nosense		similar	prior	0.5
H3605	hbo:3605#_nosense		H3632	hbo:3632#2	an.entirety	similar	prior	0.5
H3605	hbo:3605#_nosense		H3632	hbo:3632#1	a.whole.offering	similar	prior	0.5
H3605	hbo:3605#_nosense		H3632	hbo:3632#3	perfect	similar	prior	0.5
H3605	hbo:3605#_nosense		H4358	hbo:4358	of.perfection	similar	prior	0.5
H3605	hbo:3605#_nosense		H3634	hbo:3634	they.perfected	similar	prior	0.5
H3605	hbo:3605#_nosense		H4360	hbo:4360	beautiful.garments	similar	prior	0.5
H3605	hbo:3605#_nosense		H4359	hbo:4359	perfection	similar	prior	0.5
H3607	hbo:3607#1	it.was.restrained	H6113	hbo:6113#2	are.shut.up	similar	high	0.61
H3607	hbo:3607#1	it.was.restrained	H3543	hbo:3543a	he.rebuked	similar	prior	0.5
H3607	hbo:3607#1	it.was.restrained	H4513	hbo:4513#1	restrain	similar	prior	0.5
H3607	hbo:3607#1	it.was.restrained	H4513	hbo:4513#_nosense		similar	prior	0.5
H3607	hbo:3607#1	it.was.restrained	H2820	hbo:2820#1	you.have.withheld	similar	prior	0.5
H3607	hbo:3607#1	it.was.restrained	H2820	hbo:2820#2	refrain	similar	prior	0.5
H3607	hbo:3607#1	it.was.restrained	H6113	hbo:6113#_nosense		similar	prior	0.5
H3607	hbo:3607#1	it.was.restrained	H6113	hbo:6113#1	shut.up	similar	prior	0.5
H3607	hbo:3607#1	it.was.restrained	H3608	hbo:3608#1	imprisonment	similar	prior	0.5
H3607	hbo:3607#1	it.was.restrained	H3628	hbo:3628	imprisonment	similar	prior	0.5
H3607	hbo:3607#1	it.was.restrained	H3610	hbo:3610#1	two.kinds	similar	prior	0.5
H3607	hbo:3607#1	it.was.restrained	H4356	hbo:4356	fold	similar	prior	0.5
H3607	hbo:3607#1	it.was.restrained	H2280	hbo:2280#1	he.saddled	similar	prior	0.5
H3607	hbo:3607#2	he.will.withhold	H4513	hbo:4513#1	restrain	similar	high	0.577
H3607	hbo:3607#2	he.will.withhold	H2820	hbo:2820#1	you.have.withheld	similar	high	0.547
H3607	hbo:3607#2	he.will.withhold	H3543	hbo:3543a	he.rebuked	similar	prior	0.5
H3607	hbo:3607#2	he.will.withhold	H4513	hbo:4513#_nosense		similar	prior	0.5
H3607	hbo:3607#2	he.will.withhold	H2820	hbo:2820#2	refrain	similar	prior	0.5
H3607	hbo:3607#2	he.will.withhold	H6113	hbo:6113#_nosense		similar	prior	0.5
H3607	hbo:3607#2	he.will.withhold	H6113	hbo:6113#1	shut.up	similar	prior	0.5
H3607	hbo:3607#2	he.will.withhold	H6113	hbo:6113#2	are.shut.up	similar	prior	0.5
H3607	hbo:3607#2	he.will.withhold	H3608	hbo:3608#1	imprisonment	similar	prior	0.5
H3607	hbo:3607#2	he.will.withhold	H3628	hbo:3628	imprisonment	similar	prior	0.5
H3607	hbo:3607#2	he.will.withhold	H3610	hbo:3610#1	two.kinds	similar	prior	0.5
H3607	hbo:3607#2	he.will.withhold	H4356	hbo:4356	fold	similar	prior	0.5
H3607	hbo:3607#2	he.will.withhold	H2280	hbo:2280#1	he.saddled	similar	prior	0.5
H3607	hbo:3607#3	they.shut.up	H3543	hbo:3543a	he.rebuked	similar	prior	0.5
H3607	hbo:3607#3	they.shut.up	H4513	hbo:4513#1	restrain	similar	prior	0.5
H3607	hbo:3607#3	they.shut.up	H4513	hbo:4513#_nosense		similar	prior	0.5
H3607	hbo:3607#3	they.shut.up	H2820	hbo:2820#1	you.have.withheld	similar	prior	0.5
H3607	hbo:3607#3	they.shut.up	H2820	hbo:2820#2	refrain	similar	prior	0.5
H3607	hbo:3607#3	they.shut.up	H6113	hbo:6113#_nosense		similar	prior	0.5
H3607	hbo:3607#3	they.shut.up	H6113	hbo:6113#1	shut.up	similar	prior	0.5
H3607	hbo:3607#3	they.shut.up	H6113	hbo:6113#2	are.shut.up	similar	prior	0.5
H3607	hbo:3607#3	they.shut.up	H3608	hbo:3608#1	imprisonment	similar	prior	0.5
H3607	hbo:3607#3	they.shut.up	H3628	hbo:3628	imprisonment	similar	prior	0.5
H3607	hbo:3607#3	they.shut.up	H3610	hbo:3610#1	two.kinds	similar	prior	0.5
H3607	hbo:3607#3	they.shut.up	H4356	hbo:4356	fold	similar	prior	0.5
H3607	hbo:3607#3	they.shut.up	H2280	hbo:2280#1	he.saddled	similar	prior	0.5
H3608	hbo:3608#1	imprisonment	H1004	hbo:1004#1	the.house	similar	high	0.667
H3608	hbo:3608#1	imprisonment	H5470	hbo:5470#1	the.prison	similar	high	0.628
H3608	hbo:3608#1	imprisonment	H4115	hbo:4115#1	stock[s]	similar	high	0.612
H3608	hbo:3608#1	imprisonment	H1004	hbo:1004a#1	between	similar	high	0.553
H3608	hbo:3608#1	imprisonment	H0615	hbo:0615#1	prisoners	similar	prior	0.5
H3608	hbo:3608#1	imprisonment	H4929	hbo:4929#1	custody	similar	prior	0.5
H3608	hbo:3608#1	imprisonment	H1004	hbo:1004#_nosense		similar	prior	0.5
H3608	hbo:3608#1	imprisonment	H1004	hbo:1004#2	O.house	similar	prior	0.5
H3608	hbo:3608#1	imprisonment	H3628	hbo:3628	imprisonment	similar	prior	0.5
H3608	hbo:3608#1	imprisonment	H4356	hbo:4356	fold	similar	prior	0.5
H3608	hbo:3608#1	imprisonment	H3610	hbo:3610#1	two.kinds	similar	prior	0.5
H3608	hbo:3608#1	imprisonment	H2280	hbo:2280#1	he.saddled	similar	prior	0.5
H3610	hbo:3610#1	two.kinds	H3628	hbo:3628	imprisonment	similar	prior	0.5
H3610	hbo:3610#1	two.kinds	H4356	hbo:4356	fold	similar	prior	0.5
H3611	hbo:3611#1	dogs	H3619	hbo:3619	a.basket	similar	prior	0.5
H3615	hbo:3615#_nosense		H3617	hbo:3617	complete.destruction	similar	prior	0.5
H3615	hbo:3615#_nosense		H2308	hbo:2308#1	cease	similar	prior	0.5
H3615	hbo:3615#_nosense		H5595	hbo:5595#1	you.should.be.swept.away	similar	prior	0.5
H3615	hbo:3615#_nosense		H1584	hbo:1584	may.it.come.to.an.end	similar	prior	0.5
H3615	hbo:3615#_nosense		H0656	hbo:0656#1	it.has.come.to.an.end	similar	prior	0.5
H3615	hbo:3615#_nosense		H7843	hbo:7843#1	destroy	similar	prior	0.5
H3615	hbo:3615#_nosense		H7843	hbo:7843#3	it.had.corrupted	similar	prior	0.5
H3615	hbo:3615#_nosense		H7843	hbo:7843#2	tashcheth	similar	prior	0.5
H3615	hbo:3615#_nosense		H7843	hbo:7843#_nosense		similar	prior	0.5
H3615	hbo:3615#_nosense		H8552	hbo:8552#1	was.finished	similar	prior	0.5
H3615	hbo:3615#_nosense		H8552	hbo:8552#_nosense		similar	prior	0.5
H3615	hbo:3615#_nosense		H8552	hbo:8552#2	we.have.met.our.end	similar	prior	0.5
H3615	hbo:3615#_nosense		H1478	hbo:1478#1	he.expired	similar	prior	0.5
H3615	hbo:3615#_nosense		H5486	hbo:5486	it.will.come.to.an.end	similar	prior	0.5
H3615	hbo:3615#_nosense		H3627	hbo:3627#1	articles	similar	prior	0.5
H3615	hbo:3615#_nosense		H4357	hbo:4357	[was].perfection(s)	similar	prior	0.5
H3615	hbo:3615#_nosense		H8502	hbo:8502	perfection	similar	prior	0.5
H3615	hbo:3615#_nosense		H3631	hbo:3631	failing	similar	prior	0.5
H3616	hbo:3616	longing	H4357	hbo:4357	[was].perfection(s)	similar	prior	0.5
H3616	hbo:3616	longing	H3631	hbo:3631	failing	similar	prior	0.5
H3616	hbo:3616	longing	H3617	hbo:3617	complete.destruction	similar	prior	0.5
H3616	hbo:3616	longing	H8503	hbo:8503#1	the.end	similar	prior	0.5
H3616	hbo:3616	longing	H3627	hbo:3627#1	articles	similar	prior	0.5
H3616	hbo:3616	longing	H8502	hbo:8502	perfection	similar	prior	0.5
