# semantic field per Strong's (high+prior tiers, rolled from lexeme neighbors); CC0
strong	neighbor	neighbor_gloss	relation	confidence	score
H4840	H7543	mix	similar	prior	0.5
H4841	H7546	perfumer	similar	prior	0.5
H4841	H7543	mix	similar	prior	0.5
H4841	H4842	ointment	similar	prior	0.5
H4842	H7543	mix	similar	high	0.845
H4842	H8081	oil	similar	high	0.722
H4843	H4751	bitter	similar	prior	0.5
H4843	H4786	bitterness	similar	prior	0.5
H4844	H4843	provoke	similar	prior	0.5
H4844	H4845	gall	similar	prior	0.5
H4844	H4472	bitterness	similar	prior	0.5
H4844	H4751	bitter	similar	prior	0.5
H4844	H4814	bitterness	similar	prior	0.5
H4844	H4846	gall	similar	prior	0.5
H4844	H4786	bitterness	similar	prior	0.5
H4844	H4787	bitterness	similar	prior	0.5
H4845	H4846	gall	similar	prior	0.5
H4845	H4786	bitterness	similar	prior	0.5
H4845	H4751	bitter	similar	prior	0.5
H4845	H4843	provoke	similar	prior	0.5
H4846	H4843	provoke	similar	prior	0.5
H4846	H4786	bitterness	similar	prior	0.5
H4846	H4751	bitter	similar	prior	0.5
H4849	H7564	wickedness	similar	prior	0.5
H4849	H7561	be wicked	similar	prior	0.5
H4849	H7563	wicked	similar	prior	0.5
H4853	H5448	burden	similar	prior	0.5
H4855	H5392	interest	similar	prior	0.5
H4855	H8636	increment	similar	prior	0.5
H4855	H4859	loan	similar	prior	0.5
H4856	H5385	burden	similar	prior	0.5
H4856	H7863	loftiness	similar	prior	0.5
H4856	H7613	elevation	similar	prior	0.5
H4856	H5387	leader	similar	prior	0.5
H4856	H4858	smoke	similar	prior	0.5
H4856	H5375	lift	similar	prior	0.5
H4856	H4853	burden	similar	prior	0.5
H4856	H4864	tribute	similar	prior	0.5
H4857	H7579	draw	similar	prior	0.5
H4858	H4853	burden	similar	prior	0.5
H4858	H4864	tribute	similar	prior	0.5
H4858	H7863	loftiness	similar	prior	0.5
H4859	H2258	pledge	similar	prior	0.5
H4860	H5377	deceive	similar	prior	0.5
H4860	H4876	desolation	similar	prior	0.5
H4862	H7596	petition	similar	prior	0.5
H4862	H7592	ask	similar	prior	0.5
H4863	H1250	grain	similar	prior	0.5
H4863	H0625	gathering	similar	prior	0.5
H4863	H3899	food	similar	prior	0.5
H4864	H4853	burden	similar	prior	0.5
H4867	H1530	heap	similar	high	0.658
H4867	H7666	buy grain	similar	prior	0.5
H4867	H7668	grain	similar	prior	0.5
H4867	H4866	birth	similar	prior	0.5
H4867	H7665	break	similar	prior	0.5
H4867	H7670	breaking	similar	prior	0.5
H4867	H7667	breaking	similar	prior	0.5
H4868	H7674	cessation	similar	prior	0.5
H4868	H7677	sabbath observance	similar	prior	0.5
H4868	H7673	cease	similar	prior	0.5
H4869	H4268	refuge	similar	high	0.999
H4869	H6697	Rocks (of Goats)	similar	high	0.845
H4869	H4581	security	similar	high	0.791
H4869	H5797	strength	similar	high	0.76
H4869	H0759	citadel	similar	prior	0.5
H4869	H4498	refuge	similar	prior	0.5
H4870	H7686	wander	similar	prior	0.5
H4870	H7691	error	similar	prior	0.5
H4874	H5386	debt	similar	prior	0.5
H4875	H7722	ravage	similar	high	1.0
H4875	H2721	drought	similar	prior	0.5
H4878	H4779	rebellious	similar	prior	0.5
H4878	H5627	revolt	similar	prior	0.5
H4878	H7728	backsliding	similar	prior	0.5
H4878	H7870	captivity	similar	prior	0.5
H4878	H7729	returning	similar	prior	0.5
H4878	H7726	turning back	similar	prior	0.5
H4878	H7725	return	similar	prior	0.5
H4880	H7850	scourge	similar	prior	0.5
H4880	H7751	rove	similar	prior	0.5
H4880	H7752	whip	similar	prior	0.5
H4884	H0374	ephah	similar	high	0.828
H4885	H8342	rejoicing	similar	high	0.884
H4885	H8057	joy	similar	high	0.789
H4885	H1524	rejoicing	similar	prior	0.5
H4885	H7797	rejoice	similar	prior	0.5
H4886	H4888	anointing	similar	high	0.758
H4886	H4899	anointed	similar	high	0.74
H4886	H8081	oil	similar	high	0.64
H4886	H2881	dip	similar	prior	0.5
H4886	H5480	anoint	similar	prior	0.5
H4888	H8081	oil	similar	high	0.882
H4888	H4886	anoint	similar	prior	0.5
H4889	H7843	ruin	similar	high	0.75
H4889	H2721	drought	similar	prior	0.5
H4889	H4892	destruction	similar	prior	0.5
H4891	H7836	seek	similar	prior	0.5
H4892	H7843	ruin	similar	prior	0.5
H4893	H7843	ruin	similar	prior	0.5
H4893	H4892	destruction	similar	prior	0.5
H4893	H4889	destruction	similar	prior	0.5
H4895	H8135	hating	similar	prior	0.5
H4899	H4886	anoint	similar	high	0.74
H4899	H4428	king	similar	prior	0.5
H4899	H5387	leader	similar	prior	0.5
H4899	H4888	anointing	similar	prior	0.5
H4900	H2502	rescue	similar	high	0.572
H4901	H4900	draw	similar	prior	0.5
H4904	H7901	lie down	similar	high	0.809
H4904	H4296	bed	similar	high	0.736
H4904	H7903	copulation	similar	high	0.648
H4904	H3331	lay	similar	prior	0.5
H4906	H6091	idol	similar	prior	0.5
H4906	H6754	image	similar	prior	0.5
H4906	H7914	image	similar	prior	0.5
H4906	H7907	heart	similar	prior	0.5
H4908	H0168	tent	similar	high	1.0
H4908	H4150	meeting	similar	high	0.944
H4908	H4411	lodging	similar	prior	0.5
H4908	H4720	sanctuary	similar	prior	0.5
H4908	H6944	holiness	similar	prior	0.5
H4908	H7258	rest	similar	prior	0.5
H4908	H1004	place	similar	prior	0.5
H4908	H1964	temple	similar	prior	0.5
H4908	H7934	neighboring	similar	prior	0.5
H4908	H4907	habitation	similar	prior	0.5
H4909	H7939	wages	similar	prior	0.5
H4909	H6467	work	similar	prior	0.5
H4909	H7936	hire	similar	prior	0.5
H4909	H7916	hired	similar	prior	0.5
H4909	H7938	hire	similar	prior	0.5
H4910	H7287	rule	similar	high	0.612
H4910	H1166	Married	similar	prior	0.5
H4910	H8323	rule	similar	prior	0.5
H4910	H7989	domineering	similar	prior	0.5
H4910	H4475	dominion	similar	prior	0.5
H4910	H7336	rule	similar	prior	0.5
H4911	H4912	proverb	similar	high	0.979
H4911	H1819	resemble	similar	high	0.524
H4911	H2420	riddle	similar	prior	0.5
H4912	H4911	liken	similar	high	0.979
H4912	H2420	riddle	similar	prior	0.5
H4912	H4405	speech	similar	prior	0.5
H4912	H4426	mockery	similar	prior	0.5
H4912	H2330	riddle	similar	prior	0.5
H4915	H4910	rule	similar	prior	0.5
H4915	H4912	proverb	similar	prior	0.5
H4915	H4911	liken	similar	prior	0.5
H4915	H4475	dominion	similar	prior	0.5
H4916	H7971	send	similar	prior	0.5
H4916	H4917	deputation	similar	prior	0.5
H4916	H7973	missile	similar	prior	0.5
H4916	H7964	parting gift	similar	prior	0.5
H4917	H7964	parting gift	similar	prior	0.5
H4917	H7973	missile	similar	prior	0.5
H4917	H7971	send	similar	prior	0.5
H4923	H8077	devastation	similar	high	0.987
H4926	H2045	report	similar	prior	0.5
H4926	H4928	guard	similar	prior	0.5
H4926	H8089	report	similar	prior	0.5
H4926	H8085	hear	similar	prior	0.5
H4926	H8088	sound	similar	prior	0.5
H4928	H6635	army	similar	prior	0.5
H4928	H8088	sound	similar	prior	0.5
H4928	H2045	report	similar	prior	0.5
H4929	H4931	charge	similar	high	0.82
H4929	H4673	station	similar	prior	0.5
H4929	H4928	guard	similar	prior	0.5
H4931	H7778	gatekeeper	similar	prior	0.5
H4931	H8104	keep	similar	prior	0.5
H4931	H6487	deposit	similar	prior	0.5
H4931	H8109	waking	similar	prior	0.5
H4931	H8108	guard	similar	prior	0.5
H4931	H8107	vigil	similar	prior	0.5
H4931	H0821	watch	similar	prior	0.5
H4933	H0957	plunder	similar	high	0.837
H4934	H8168	handful	similar	prior	0.5
H4937	H5564	support	similar	prior	0.5
H4937	H8172	lean	similar	prior	0.5
H4937	H4938	support	similar	prior	0.5
H4938	H4731	rod	similar	high	0.814
H4938	H8172	lean	similar	high	0.618
H4938	H4132	yoke	similar	prior	0.5
H4938	H3028	hand	similar	prior	0.5
H4939	H5599	outpouring	similar	prior	0.5
H4940	H4294	tribe	similar	high	1.0
H4940	H8435	generation	similar	high	0.817
H4940	H7626	tribe	similar	high	0.767
H4940	H1004	place	similar	prior	0.5
H4940	H4138	relatives	similar	prior	0.5
H4940	H8198	maidservant	similar	prior	0.5
H4941	H6664	righteousness	similar	high	1.0
H4941	H6666	righteousness	similar	high	1.0
H4941	H2706	statute	similar	high	0.865
H4941	H6486	punishment	similar	prior	0.5
H4941	H8403	pattern	similar	prior	0.5
H4941	H6115	coercion	similar	prior	0.5
H4941	H4612	office	similar	prior	0.5
H4941	H4687	commandment	similar	prior	0.5
H4941	H2708	statute	similar	prior	0.5
H4941	H8201	judgment	similar	prior	0.5
H4941	H4971	tally	similar	prior	0.5
H4941	H8451	instruction	similar	prior	0.5
H4941	H1779	judgment	similar	prior	0.5
H4941	H8199	judge	similar	prior	0.5
H4941	H8196	judgment	similar	prior	0.5
H4942	H8240	ash heep	similar	prior	0.5
H4942	H8239	set	similar	prior	0.5
H4942	H0830	Dung (Gate)	similar	prior	0.5
H4943	H4944	rushing	similar	prior	0.5
H4945	H8248	water	similar	prior	0.5
H4946	H4949	level	similar	prior	0.5
H4947	H4201	doorpost	similar	high	0.885
H4948	H3514	heaviness	similar	prior	0.5
H4948	H3976	balance	similar	prior	0.5
H4948	H4949	level	similar	prior	0.5
H4948	H4946	weight	similar	prior	0.5
H4948	H8254	weigh	similar	prior	0.5
H4950	H8257	sink	similar	prior	0.5
H4955	H5635	burn	similar	prior	0.5
H4955	H8313	burn	similar	prior	0.5
H4960	H3739	trade	similar	prior	0.5
H4960	H8354	drink	similar	prior	0.5
H4960	H4945	cupbearer	similar	prior	0.5
H4960	H4150	meeting	similar	prior	0.5
H4960	H8358	drunkenness	similar	prior	0.5
H4960	H8360	drinking	similar	prior	0.5
H4963	H8401	straw	similar	prior	0.5
H4964	H4965	Metheg-ammah	similar	prior	0.5
H4966	H5278	pleasantness	similar	prior	0.5
H4966	H4986	sweetness	similar	prior	0.5
H4966	H4987	sweetness	similar	prior	0.5
H4966	H4477	sweetness	similar	prior	0.5
H4966	H4751	bitter	antonym	recall	0.473
H4969	H6566	spread	similar	prior	0.5
H4974	H7965	peace	similar	prior	0.5
H4975	H3689	loin	similar	prior	0.5
H4976	H4503	offering	similar	prior	0.5
H4976	H7810	bribe	similar	prior	0.5
H4976	H5414	give	similar	prior	0.5
H4976	H5411	temple servant	similar	prior	0.5
H4978	H5415	give	similar	prior	0.5
H4979	H8641	contribution	similar	high	0.762
H4979	H4864	tribute	similar	prior	0.5
H4979	H4991	gift	similar	prior	0.5
H4979	H4030	precious thing	similar	prior	0.5
H4979	H4976	gift	similar	prior	0.5
H4979	H4119	brideprice	similar	prior	0.5
H4979	H7810	bribe	similar	prior	0.5
H4979	H5411	temple servant	similar	prior	0.5
H4979	H5414	give	similar	prior	0.5
H4985	H4966	sweet	similar	high	0.717
H4986	H4985	be sweet	similar	prior	0.5
H4987	H4985	be sweet	similar	prior	0.5
H4987	H4986	sweetness	similar	prior	0.5
H4987	H4477	sweetness	similar	prior	0.5
H4991	H4022	excellence	similar	prior	0.5
H4991	H4864	tribute	similar	prior	0.5
H4991	H4976	gift	similar	prior	0.5
H4991	H5414	give	similar	prior	0.5
H4991	H5411	temple servant	similar	prior	0.5
H4997	H5035	bag	similar	prior	0.5
H4997	H2573	bottle	similar	prior	0.5
H4998	H5000	lovely	similar	prior	0.5
H4999	H5000	lovely	similar	prior	0.5
H4999	H5116	pasture	similar	prior	0.5
H4999	H5115	beautify	similar	prior	0.5
H5002	H1696	speak	similar	prior	0.5
H5002	H1697	word	similar	prior	0.5
H5002	H5001	prophesy	similar	prior	0.5
H5003	H2184	fornication	similar	prior	0.5
H5003	H2181	fornicate	similar	prior	0.5
H5004	H2183	fornication	similar	prior	0.5
H5004	H2184	fornication	similar	prior	0.5
H5004	H5003	commit adultery	similar	prior	0.5
H5005	H5003	commit adultery	similar	prior	0.5
H5005	H5004	adultery	similar	prior	0.5
H5006	H2778	taunt	similar	high	0.646
H5006	H3988	reject	similar	high	0.64
H5006	H7043	lighten	similar	prior	0.5
H5006	H1442	blaspheme	similar	prior	0.5
H5006	H0959	despise	similar	prior	0.5
H5007	H2781	reproach	similar	prior	0.5
H5007	H7036	dishonor	similar	prior	0.5
H5007	H5006	spurn	similar	prior	0.5
H5009	H0602	groan	similar	prior	0.5
H5009	H5008	groan	similar	prior	0.5
H5009	H0603	groaning	similar	prior	0.5
H5012	H2374	seer	similar	prior	0.5
H5012	H2372	see	similar	prior	0.5
H5012	H7200	see	similar	prior	0.5
H5012	H5031	prophetess	similar	prior	0.5
H5013	H5029	prophet	similar	prior	0.5
H5013	H5017	prophesying	similar	prior	0.5
H5016	H1697	word	similar	high	0.691
H5016	H2377	vision	similar	prior	0.5
H5016	H4853	burden	similar	prior	0.5
H5016	H5031	prophetess	similar	prior	0.5
H5016	H5012	prophesy	similar	prior	0.5
H5027	H7200	see	similar	high	1.0
H5027	H6437	turn	similar	high	0.921
H5027	H8259	look	similar	prior	0.5
H5027	H8245	watch	similar	prior	0.5
H5027	H7789	see	similar	prior	0.5
H5027	H4007	expectation	similar	prior	0.5
H5029	H5017	prophesying	similar	prior	0.5
H5030	H2374	seer	similar	high	1.0
H5030	H7203	seer	similar	high	0.878
H5030	H5031	prophetess	similar	prior	0.5
H5031	H7200	see	similar	prior	0.5
H5034	H3001	wither	similar	prior	0.5
H5035	H4700	cymbal	similar	high	1.0
H5035	H3658	lyre	similar	high	0.939
H5035	H2689	trumpet	similar	high	0.884
H5035	H8596	tambourine	similar	high	0.876
H5035	H1228	flask	similar	prior	0.5
H5035	H3537	jar	similar	prior	0.5
H5035	H5058	music	similar	prior	0.5
H5035	H3627	article	similar	prior	0.5
H5035	H2573	bottle	similar	prior	0.5
H5036	H5039	folly	similar	high	0.68
H5036	H3684	fool	similar	prior	0.5
H5036	H1197	burn	similar	prior	0.5
H5036	H6612	simple	similar	prior	0.5
H5036	H1198	stupid	similar	prior	0.5
H5036	H5530	fool	similar	prior	0.5
H5036	H0191	fool(ish)	similar	prior	0.5
H5036	H5040	lewdness	similar	prior	0.5
H5036	H5034	be senseless	similar	prior	0.5
H5038	H2966	torn animal	similar	high	0.751
H5038	H6297	corpse	similar	prior	0.5
H5038	H5034	be senseless	similar	prior	0.5
H5039	H5036	foolish	similar	high	0.68
H5039	H8441	abomination	similar	high	0.58
H5039	H2555	violence	similar	prior	0.5
H5039	H7451	bad	similar	prior	0.5
H5039	H8604	folly	similar	prior	0.5
H5039	H5034	be senseless	similar	prior	0.5
H5039	H5040	lewdness	similar	prior	0.5
H5040	H5034	be senseless	similar	prior	0.5
H5042	H0981	speak rashly	similar	prior	0.5
H5042	H4002	spring	similar	prior	0.5
H5045	H6828	north	antonym	recall	0.828
H5046	H0559	say	similar	high	0.82
H5046	H4448	speak	similar	prior	0.5
H5046	H1696	speak	similar	prior	0.5
H5046	H0874	make plain	similar	prior	0.5
H5046	H5057	leader	similar	prior	0.5
H5050	H5051	brightness	similar	high	0.787
H5050	H3313	shine	similar	high	0.654
H5050	H0215	light	similar	prior	0.5
H5050	H7160	shine	similar	prior	0.5
H5050	H5054	brightness	similar	prior	0.5
H5050	H2821	darken	antonym	recall	0.431
H5051	H5050	shine	similar	high	0.787
H5051	H0216	light	similar	high	0.754
H5051	H1300	use lightning	similar	high	0.711
H5051	H2822	darkness	antonym	recall	0.514
H5051	H2225	dawning	similar	prior	0.5
H5051	H5054	brightness	similar	prior	0.5
H5051	H0652	darkness	antonym	recall	0.489
H5055	H5056	goring	similar	prior	0.5
H5055	H5221	smite	similar	high	0.496
H5057	H8269	ruler	similar	high	0.931
H5057	H6496	overseer	similar	high	0.894
H5057	H4428	king	similar	high	0.884
H5057	H4910	rule	similar	prior	0.5
H5057	H7218	head	similar	prior	0.5
H5057	H7860	official	similar	prior	0.5
H5057	H7989	domineering	similar	prior	0.5
H5057	H7336	rule	similar	prior	0.5
H5058	H7892	song	similar	prior	0.5
H5059	H5058	music	similar	prior	0.5
H5061	H6883	leprosy	similar	high	1.0
H5061	H5424	scab	similar	high	1.0
H5061	H6581	spread	similar	high	0.995
H5061	H0934	bright spot	similar	high	0.901
H5061	H2483	sickness	similar	prior	0.5
H5061	H5060	touch	similar	prior	0.5
H5062	H5221	smite	similar	high	0.729
H5062	H4046	plague	similar	prior	0.5
H5062	H5063	plague	similar	prior	0.5
H5063	H4046	plague	similar	high	0.881
H5063	H5061	plague	similar	prior	0.5
H5064	H5140	flow	similar	prior	0.5
H5064	H8210	pour	similar	prior	0.5
H5065	H3905	oppress	similar	prior	0.5
H5065	H3238	oppress	similar	prior	0.5
H5065	H6231	oppress	similar	prior	0.5
H5065	H6693	press	similar	prior	0.5
H5065	H7533	crush	similar	prior	0.5
H5065	H5221	smite	similar	prior	0.5
H5066	H7126	present	similar	high	0.794
H5066	H1980	go	similar	high	0.732
H5066	H5060	touch	similar	prior	0.5
H5067	H1530	heap	similar	high	0.503
H5068	H5081	noble	similar	high	0.723
H5068	H2076	sacrifice	similar	prior	0.5
H5068	H7311	exalt	similar	prior	0.5
H5068	H5071	voluntariness	similar	prior	0.5
H5068	H5082	honor	similar	prior	0.5
H5071	H5088	vow	similar	high	1.0
H5071	H4643	tithe	similar	high	0.892
H5071	H8641	contribution	similar	high	0.795
H5071	H7133	offering	similar	high	0.648
H5071	H5081	noble	similar	prior	0.5
H5074	H7300	roam	similar	prior	0.5
H5076	H5079	impurity	similar	prior	0.5
H5076	H5074	wander	similar	prior	0.5
H5079	H2932	uncleanness	similar	high	1.0
H5079	H2100	flow	similar	high	0.864
H5079	H1739	sick	similar	prior	0.5
H5079	H5074	wander	similar	prior	0.5
H5079	H2889	pure	antonym	recall	0.485
H5079	H2891	be pure	antonym	recall	0.476
H5080	H6327	scatter	similar	high	0.55
H5080	H1644	drive out	similar	prior	0.5
H5080	H1760	thrust	similar	prior	0.5
H5080	H1920	thrust	similar	prior	0.5
H5080	H4065	enticement	similar	prior	0.5
H5080	H6908	gather	antonym	recall	0.389
H5081	H1800	poor	antonym	recall	0.637
H5081	H2715	noble	similar	prior	0.5
H5081	H2655	delighting	similar	prior	0.5
H5082	H2617	kindness	similar	prior	0.5
H5082	H5081	noble	similar	prior	0.5
H5082	H5071	voluntariness	similar	prior	0.5
H5086	H7307	spirit	similar	prior	0.5
H5086	H4522	taskworker	similar	prior	0.5
H5086	H2219	scatter	similar	prior	0.5
H5086	H5074	wander	similar	prior	0.5
H5087	H5088	vow	similar	high	1.0
H5087	H7650	swear	similar	high	0.642
H5088	H5087	vow	similar	high	1.0
H5088	H5071	voluntariness	similar	high	1.0
H5088	H7621	oath	similar	high	0.601
H5090	H1980	go	similar	high	0.6
H5090	H5148	lead	similar	high	0.553
H5090	H7392	ride	similar	prior	0.5
H5090	H5095	guide	similar	prior	0.5
H5090	H4491	driving	similar	prior	0.5
H5091	H5092	wailing	similar	prior	0.5
H5091	H0602	groan	similar	prior	0.5
H5091	H5204	wailing	similar	prior	0.5
H5092	H3215	wailing	similar	prior	0.5
H5097	H5095	guide	similar	prior	0.5
H5098	H7580	roar	similar	prior	0.5
H5098	H5099	roaring	similar	prior	0.5
H5099	H7581	roaring	similar	prior	0.5
H5100	H5098	groan	similar	prior	0.5
H5100	H5099	roaring	similar	prior	0.5
H5102	H5105	light	similar	prior	0.5
H5102	H5104	River	similar	prior	0.5
H5104	H3220	sea	similar	high	0.893
H5104	H5158	torrent	similar	high	0.887
H5104	H4325	water	similar	prior	0.5
H5104	H7858	flood	similar	prior	0.5
H5106	H6565	break	similar	high	0.568
H5107	H5108	fruit	similar	prior	0.5
H5107	H8570	fruit	similar	prior	0.5
H5108	H3854	study	similar	prior	0.5
H5110	H5128	shake	similar	high	0.921
H5110	H5074	wander	similar	prior	0.5
H5110	H5205	solace	similar	prior	0.5
H5110	H5112	wandering	similar	prior	0.5
H5110	H4493	shaking	similar	prior	0.5
H5112	H5205	solace	similar	prior	0.5
H5112	H4493	shaking	similar	prior	0.5
H5116	H4583	habitation	similar	high	0.795
H5116	H4585	habitation	similar	prior	0.5
H5116	H1699	pasture	similar	prior	0.5
H5116	H4829	pasture	similar	prior	0.5
H5116	H4830	pasturing	similar	prior	0.5
H5116	H5000	lovely	similar	prior	0.5
H5116	H5115	beautify	similar	prior	0.5
H5117	H8252	quiet	similar	prior	0.5
H5117	H7674	cessation	similar	prior	0.5
H5117	H7280	disturb	similar	prior	0.5
H5117	H7918	subside	similar	prior	0.5
H5117	H5207	soothing	similar	prior	0.5
H5117	H4496	Nohah	similar	prior	0.5
H5117	H5183	quietness	similar	prior	0.5
H5117	H2010	holiday	similar	prior	0.5
H5118	H4496	Nohah	similar	prior	0.5
H5118	H2010	holiday	similar	prior	0.5
H5118	H5183	quietness	similar	prior	0.5
H5118	H5117	rest	similar	prior	0.5
H5118	H5207	soothing	similar	prior	0.5
H5118	H4494	resting	similar	prior	0.5
H5123	H3462	sleep	similar	high	0.752
H5123	H7290	sleep	similar	prior	0.5
H5123	H8572	slumber	similar	prior	0.5
H5124	H5123	slumber	similar	prior	0.5
H5124	H8572	slumber	similar	prior	0.5
H5127	H1272	flee	similar	high	1.0
H5127	H5074	wander	similar	prior	0.5
H5127	H4498	refuge	similar	prior	0.5
H5127	H4499	fugitive	similar	prior	0.5
H5128	H5110	wander	similar	high	0.921
H5128	H2342	twist	similar	high	0.818
H5128	H7493	shake	similar	high	0.521
H5128	H7264	tremble	similar	high	0.516
H5128	H7300	roam	similar	high	0.507
H5128	H4131	shake	similar	prior	0.5
H5128	H8582	go astray	similar	prior	0.5
H5128	H5287	shake	similar	prior	0.5
H5128	H4517	castanets	similar	prior	0.5
H5130	H7392	ride	similar	prior	0.5
H5130	H5128	shake	similar	prior	0.5
H5130	H5299	sieve	similar	prior	0.5
H5130	H8573	wave offering	similar	prior	0.5
H5130	H0534	top	similar	prior	0.5
H5130	H6788	treetop	similar	prior	0.5
H5130	H5131	elevation	similar	prior	0.5
H5131	H5299	sieve	similar	prior	0.5
H5131	H5316	Naphath	similar	prior	0.5
H5131	H0534	top	similar	prior	0.5
H5132	H5328	flower	similar	prior	0.5
H5132	H5340	shine	similar	prior	0.5
H5132	H5322	flower	similar	prior	0.5
H5132	H5213	spark	similar	prior	0.5
H5132	H5133	plumage	similar	prior	0.5
H5133	H3671	wing	similar	high	0.664
H5133	H0083	wing	similar	high	0.526
H5133	H0084	pinion	similar	high	0.525
H5133	H5060	touch	similar	prior	0.5
H5137	H2236	scatter	similar	high	0.915
H5138	H1310	boil	similar	high	0.524
H5138	H0400	food	similar	prior	0.5
H5138	H3899	food	similar	prior	0.5
H5138	H2102	boil	similar	prior	0.5
H5138	H2087	arrogance	similar	prior	0.5
H5138	H2086	arrogant	similar	prior	0.5
H5138	H2121	raging	similar	prior	0.5
H5139	H5145	consecration	similar	high	0.951
H5139	H4502	prince	similar	prior	0.5
H5140	H5042	bubble	similar	prior	0.5
H5140	H7857	overflow	similar	high	0.486
H5141	H7720	crescent	similar	high	0.659
H5144	H6942	consecrate	similar	high	0.825
H5144	H5139	Nazirite	similar	prior	0.5
H5144	H4502	prince	similar	prior	0.5
