lex	stem	sense	gloss	count	share
NGJNH/		4	music	1	0.071
NGN[	piel	1	play a stringed instrument	14	1.0
NGN[	qal	1	musician, string-payer	1	1.0
NGP/		1	striking, plague	6	0.857
NGP/		2	of striking	1	0.143
NGP[	hit	1	strike one another	1	1.0
NGP[	nif	1	be smitten	22	0.957
NGP[	nif	2	totally (defeated)	1	0.043
NGP[	qal	1	injure, strike	16	0.762
NGP[	qal	2	he defeated	3	0.143
NGP[	qal	3	about to strike	2	0.095
NGR[	hif	1	pour down	4	0.8
NGR[	hif	2	people	1	0.2
NGR[	hof	1	be poured down	1	1.0
NGR[	nif	1	flow, gush forth	1	0.25
NGR[	nif	2	it was stretched out	1	0.25
NGR[	nif	3	torrents	1	0.25
NGR[	nif	4	it has poured itself	1	0.25
NGX/		1	goring	2	1.0
NGX[	hit	1	engage in thrusting with	1	1.0
NGX[	piel	1	push, thrust	6	1.0
NGX[	qal	1	gore	4	1.0
NH/		1	(uncertain)	1	1.0
NHG=[	piel	1	moan	1	1.0
NHG[	piel	1	lead, lead away, cause to drive	1	0.2
NHG[	piel	2	he drove	1	0.2
NHG[	piel	3	he will drive away	1	0.2
NHG[	piel	4	you led	1	0.2
NHG[	piel	5	he led forth	1	0.2
NHG[	qal	1	drive, lead	5	0.263
NHG[	qal	2	he drove	3	0.158
NHG[	qal	3	he will lead away	2	0.105
NHG[	qal	4	led	2	0.105
NHG[	qal	5	he drove away	1	0.053
NHG[	qal	6	they had driven them away	1	0.053
NHG[	qal	7	he drives	1	0.053
NHG[	qal	8	O lead	1	0.053
NHG[	qal	9	they drive away	1	0.053
NHG[	qal	10	guiding	1	0.053
NHG[	qal	11	he has driven	1	0.053
NHH=[	nif	1	hold with	1	1.0
NHH[	qal	1	lament	2	1.0
NHJ/		1	lamentation	5	0.714
NHJ/		2	a mourning song	2	0.286
NHLL/		1	watering-place	1	1.0
NHLL=/		1	Nahalal	2	1.0
NHL[	hit	1	continue the journey	1	1.0
NHL[	piel	1	lead, guide	2	0.667
NHL[	piel	2	you have led	1	0.333
NHM/		1	growling	2	1.0
NHMH/		1	growling; groaning	1	0.5
NHMH/		2	the groaning	1	0.5
NHQ[	qal	1	cry	2	1.0
NHR/		1	stream, river	119	1.0
NHRH/		1	light, daylight	1	1.0
NJ/		1	wailing	1	1.0
NJB/		1	fruit	2	1.0
NJD/		1	condolence	1	1.0
NJN/		1	offspring, posterity	3	1.0
NJNWH/		1	Nineveh	17	1.0
NJR=/		1	lamp	5	1.0
NJSN/		1	Nisan (month)	2	1.0
NJXX/		1	appeasement	43	1.0
NJYWY/		1	spark	1	1.0
NK>=/		1	smitten	3	1.0
NK>T/		1	resin	2	1.0
NKD/		1	posterity	3	1.0
NKH=/		1	(uncertain)	1	1.0
NKH[	hif	1	smite	340	0.969
NKH[	hif	2	when struck down	2	0.006
NKH[	hif	3	they wounded	2	0.006
NKH[	hif	4	certainly (strike)	1	0.003
NKH[	hif	5	someone	1	0.003
NKH[	hif	6	he thrust	1	0.003
NKH[	hif	7	when	1	0.003
NKH[	hif	8	the [one	1	0.003
NKH[	hif	9	someone will strike	1	0.003
NKH[	hif	10	than striking	1	0.003
NKH[	hof	1	be beaten, be smitten	15	0.938
NKH[	hof	2	I was wounded	1	0.062
NKH[	nif	1	be hit	1	1.0
NKH[	pual	1	be smitten (down)	2	1.0
NKL/		1	cunning	1	1.0
NKL[	hit	1	behave cunningly	1	0.5
NKL[	hit	2	deal cunningly	1	0.5
NKL[	piel	1	act cunningly	1	1.0
NKL[	qal	1	act cunningly	1	1.0
NKR/		1	foreign land	36	1.0
NKRJ/		1	foreign (adj); stranger, foreigner (n)	45	1.0
NKS/		1	richess, property	2	1.0
NKSJM/		1	riches	5	1.0
NKT/		1	treasure	2	1.0
NKW/		1	Neco	4	1.0
NKWN=/		1	Nacon	1	1.0
NKX/		1	straight, right	3	1.0
NKX=/		1	front, what lies opposite (n); in front of, opposite (prep)	25	1.0
NMCJ/		1	Nimshi	5	1.0
NMLH/		1	ant	2	1.0
NMR/		1	leopard	5	0.833
NMR/		2	than leopards	1	0.167
NMRD/		1	Nimrod	4	1.0
NMRH/		1	Nimrah	1	1.0
NMRJM/		1	Nimrim	2	1.0
NMW>L/		1	Nemuel	3	1.0
NMW>LJ/		1	Nemuelite	1	1.0
NP/		1	Memphis	7	1.0
NPC/		1	soul, living being, life, self; throat	710	0.996
NPC/		2	mind	1	0.001
NPC/		3	of emotion	1	0.001
NPC/		4	[one	1	0.001
NPC[	nif	1	take breath, refresh oneself	3	1.0
NPG/		1	Nepheg	4	1.0
NPH/		1	yoke, height	3	0.75
NPH/		2	a sieve	1	0.25
NPJC/		1	Naphish	3	1.0
NPJLJM/		1	giants	3	1.0
NPK/		1	turquoise? (precious stone)	4	1.0
NPL[	hif	1	cause to fall	47	0.922
NPL[	hif	2	he will knock out	1	0.02
NPL[	hif	3	make	1	0.02
NPL[	hif	4	they let drop	1	0.02
NPL[	hif	5	someone cast	1	0.02
NPL[	hit	1	throw oneself upon, prostrate oneself	4	0.8
NPL[	hit	2	throw himself	1	0.2
NPL[	piel	1	fall	1	1.0
NPL[	qal	1	fall, lie	360	0.992
NPL[	qal	2	about to fall	1	0.003
NPL[	qal	3	people fall?	1	0.003
NPL[	qal	4	certainly (fall)	1	0.003
NPQ[	haf	1	take out	5	1.0
NPQ[	peal	1	go out, come out	3	0.5
NPQ[	peal	2	it went out	2	0.333
NPQ[	peal	3	they went forth	1	0.167
NPT/		1	honey	5	1.0
NPT=/		1	height	1	1.0
NPTLJ/		1	Naphtali	51	1.0
NPTWLJM/		1	wrestling	1	1.0
NPTWX/		1	Nephtoah	2	1.0
NPTXJM/		1	Naphtuhites	2	1.0
NPWCSJM/		1	Nephussim	1	1.0
NPX/		1	Nophah	1	1.0
NPX[	hif	1	cause to pant	1	0.5
NPX[	hif	2	I have caused to breathe out	1	0.5
NPX[	pual	1	be set aflame	1	1.0
NPX[	qal	1	blow, breathe	4	0.444
NPX[	qal	2	he blew	2	0.222
NPX[	qal	3	blown upon	2	0.222
NPX[	qal	4	it has panted	1	0.111
NPY/		1	pattering (of rain)	1	1.0
NPY[	piel	1	smash	12	1.0
NPY[	pual	1	zermalmt werden	1	1.0
NPY[	qal	1	smash; scatter, break up	2	0.4
NPY[	qal	2	it was scattered	2	0.4
NPY[	qal	3	it dispersed	1	0.2
NQ<[	qal	1	be separated	3	1.0
NQ>/		1	pure	1	1.0
NQBH/		1	female	22	1.0
NQB[	nif	1	be designated	6	1.0
NQB[	qal	1	pierce, designate	3	0.3
NQB[	qal	2	pierced	3	0.3
NQB[	qal	3	designate	1	0.1
NQB[	qal	4	he bored	1	0.1
NQB[	qal	5	the dignitaries	1	0.1
NQB[	qal	6	will anyone pierce?	1	0.1
NQC[	hit	1	behave as one laying snares	1	1.0
NQC[	nif	1	be ensnared	1	1.0
NQC[	piel	1	lay snares	1	0.5
NQC[	piel	2	may he strike	1	0.5
NQC[	qal	1	lay snares	1	1.0
NQD/		1	sheep-raiser	1	0.5
NQD/		2	sheep-tenders	1	0.5
NQD=/		1	speckled	9	1.0
NQDH/		1	drop	1	1.0
NQDJM/		1	crumbs	2	0.667
NQDJM/		2	cakes	1	0.333
NQH[	nif	1	be free, be cleaned out	12	0.5
NQH[	nif	2	be free	6	0.25
NQH[	nif	3	it will be emptied	3	0.125
NQH[	nif	4	he will be purged	2	0.083
NQH[	nif	5	I am innocent	1	0.042
NQH[	piel	1	leave unpunished, acquit	11	0.733
NQH[	piel	2	leave	1	0.067
NQH[	piel	3	I left unpunished	1	0.067
NQH[	piel	4	acquit	1	0.067
NQH[	piel	5	I will be acquitted	1	0.067
NQH[	qal	1	be free, be empty	1	1.0
NQJ/		1	free, innocent, free from, exempt	41	0.953
NQJ/		2	free from guilt	1	0.023
NQJ/		3	an exempt	1	0.023
NQJQ/		1	cleft	3	1.0
NQJWN/		1	innocence, cleanness	4	0.8
NQJWN/		2	cleanness	1	0.2
NQM/		1	(human) revenge; (divine) recompense	17	1.0
NQMH/		1	vengeance, revenge	27	1.0
NQM[	hit	1	avenge oneself	3	0.6
NQM[	hit	2	an avenger	2	0.4
NQM[	hof	1	be avenged	3	1.0
NQM[	nif	1	be avenged, avenge oneself	12	1.0
NQM[	piel	1	avenge	2	1.0
NQM[	qal	1	avenge, take vengeance	11	0.917
NQM[	qal	2	certainly (avenge)	1	0.083
NQP/		1	striking off	2	1.0
NQPH/		1	rope	1	1.0
NQP[	hif	1	make a (yearly) round, complete	6	0.4
NQP[	hif	2	encircling	4	0.267
NQP[	hif	3	you will round off	1	0.067
NQP[	hif	4	it has gone around	1	0.067
NQP[	hif	5	go	1	0.067
NQP[	hif	6	they had gone round	1	0.067
NQP[	hif	7	he has closed	1	0.067
NQP[	qal	1	go around	1	1.0
NQRH/		1	hole	2	1.0
NQR[	piel	1	bore out, bore	2	0.667
NQR[	piel	2	it has pierced	1	0.333
NQR[	pual	1	be bored	1	1.0
NQR[	qal	1	bore out, pick out	1	1.0
NQWD>/		1	Nekoda	4	1.0
NR=/		1	Ner	16	1.0
NRD/		1	nard	2	0.667
NRD/		2	nard plants	1	0.333
NRGL/		1	Nergal	1	1.0
NRJH/		1	Neriah	7	1.0
NS/		1	signal pole; banner	20	0.952
NS/		2	warning sign	1	0.048
NS<[	hif	1	cause to depart	3	0.375
NS<[	hif	2	they quarried	2	0.25
NS<[	hif	3	you uprooted	2	0.25
NS<[	hif	4	you will set aside	1	0.125
NS<[	nif	1	be pulled out	2	1.0
NS<[	qal	1	depart	127	0.962
NS<[	qal	2	marching	1	0.008
NS<[	qal	3	about to set out	1	0.008
NS<[	qal	4	setting out	1	0.008
NS<[	qal	5	he pulled out	1	0.008
NS<[	qal	6	anyone will pull out	1	0.008
NSBH/		1	turn of affairs	1	1.0
NSH[	piel	1	try, test	23	0.852
NSH[	piel	2	it attempted?	2	0.074
NSH[	piel	3	putting to the test	1	0.037
NSH[	piel	4	someone attempt?	1	0.037
NSJK/		1	leader	4	1.0
NSJK=/		1	libation; molten image	1	0.5
NSJK=/		2	images	1	0.5
NSK/		1	libation	60	1.0
NSK[	hif	1	pour out	14	1.0
NSK[	hof	1	be poured out	2	1.0
NSK[	nif	1	be poured	1	1.0
NSK[	piel	1	pour out	1	1.0
NSK[	qal	1	pour out, cast	4	0.571
NSK[	qal	2	he has cast	2	0.286
NSK[	qal	3	I have installed	1	0.143
NSRK/		1	Nisroch	2	1.0
NSX[	nif	1	be torn away	1	1.0
NSX[	qal	1	tear away, tear down	1	0.5
NSX[	qal	2	he tears down	1	0.5
NT<[	nif	1	be broken down, out	1	1.0
NTC[	hof	1	be rooted up	1	1.0
NTC[	nif	1	be rooted up	4	1.0
NTC[	qal	1	uproot, tear out	11	0.846
NTC[	qal	2	about	1	0.077
NTC[	qal	3	about to pluck up	1	0.077
NTJB/		1	path	5	1.0
NTJBH/		1	path	21	1.0
NTJN/		1	temple slave; bondsman	17	1.0
NTK[	hif	1	pour out; cause to melt	2	0.5
NTK[	hif	2	melt	2	0.5
NTK[	hof	1	be melted	1	1.0
NTK[	nif	1	be poured out	5	0.625
NTK[	nif	2	you will be melted	2	0.25
NTK[	nif	3	about to be poured out	1	0.125
NTK[	qal	1	pour forth	6	0.857
NTK[	qal	2	it will pour out	1	0.143
NTN/		1	Nathan	42	1.0
NTN>L/		1	Nethanel	14	1.0
NTNJH/		1	Nethaniah	15	1.0
NTN[	hof	1	be given, put upon	6	0.75
NTN[	hof	2	he was put	2	0.25
NTN[	nif	1	be given, put	76	0.927
NTN[	nif	2	certainly (be given)	2	0.024
NTN[	nif	3	it will be given forth	1	0.012
NTN[	nif	4	it has been appointed	1	0.012
NTN[	nif	5	let it be permitted	1	0.012
NTN[	nif	6	it will be set	1	0.012
NTN[	qal	1	give, place	1650	0.984
NTN[	qal	2	really (give)	2	0.001
NTN[	qal	3	than	1	0.001
NTN[	qal	4	he will provide	1	0.001
NTN[	qal	5	utters	1	0.001
NTN[	qal	6	it will yield	1	0.001
NTN[	qal	7	generously (give)	1	0.001
NTN[	qal	8	certainly (give)	1	0.001
NTN[	qal	9	they had dedicated	1	0.001
NTN[	qal	10	someone assigned	1	0.001
NTN[	qal	11	about to make	1	0.001
NTN[	qal	12	they gave over	1	0.001
NTN[	qal	13	people will give forth	1	0.001
NTN[	qal	14	men give	1	0.001
NTN[	qal	15	I will place	1	0.001
NTN[	qal	16	they presented	1	0.001
NTN[	qal	17	people will requite	1	0.001
NTN[	qal	18	people have made	1	0.001
NTN[	qal	19	you will extend	1	0.001
NTN[	qal	20	beat	1	0.001
NTN[	qal	21	it yields produce	1	0.001
NTN[	qal	22	she supplies	1	0.001
NTN[	qal	23	than to give	1	0.001
NTN[	qal	24	people have given forth	1	0.001
NTN[	qal	25	to give over	1	0.001
NTN[	qal	26	people had given	1	0.001
NTQ/		1	a skin disease	14	1.0
NTQ[	hif	1	drag away; draw away	1	1.0
NTQ[	hof	1	be drawn away	1	1.0
NTQ[	nif	1	be torn apart; be drawn away	5	0.5
NTQ[	nif	2	they were drawn out	2	0.2
NTQ[	nif	3	they have been separated	1	0.1
NTQ[	nif	4	they have been snapped	1	0.1
NTQ[	nif	5	he is torn away	1	0.1
NTQ[	piel	1	tear away, draw (one) away	7	0.7
NTQ[	piel	2	they had torn apart	1	0.1
NTQ[	piel	3	will it pull up	1	0.1
NTQ[	piel	4	you will tear out	1	0.1
NTQ[	qal	1	pull off; draw away	1	1.0
NTR/		1	natron	2	1.0
NTR[	hif	1	set free, cause to start up	1	0.2
NTR[	hif	2	to unfasten	1	0.2
NTR[	hif	3	he has made jump	1	0.2
NTR[	hif	4	setting free	1	0.2
NTR[	hif	5	may he loosen	1	0.2
NTR[	piel	1	leap	1	1.0
NTR[	qal	1	start up, run off	1	1.0
NTS[	qal	1	tear down	1	1.0
NTX/		1	piece (of meat)	13	1.0
NTY[	hof	1	be broken down	1	1.0
NTY[	nif	1	be pulled down	2	0.667
NTY[	nif	2	they will be broken down	1	0.333
NTY[	piel	1	pull down	5	0.833
NTY[	piel	2	people pulled down	1	0.167
NTY[	pual	1	be pulled down	1	1.0
NTY[	qal	1	tear down, demolish	17	0.68
NTY[	qal	2	he has torn down	3	0.12
NTY[	qal	3	he tore down	2	0.08
NTY[	qal	4	he broke down	2	0.08
NTY[	qal	5	I will tear down	1	0.04
NV</		1	plant; plantation	2	0.5
NV</		2	your planting	2	0.5
NV<JM/		1	Netaim	1	1.0
NV<[	nif	1	be planted	1	1.0
NV<[	qal	1	plant	44	0.957
NV<[	qal	2	firmly fixed	1	0.022
NV<[	qal	3	he will pitch	1	0.022
NVC[	nif	1	lie unnoticed, be let alone	4	0.667
NVC[	nif	2	they are loose	1	0.167
NVC[	nif	3	she has been abandoned	1	0.167
NVC[	pual	1	be unnoticed	1	1.0
NVC[	qal	1	leave, abandon, permit	14	0.56
NVC[	qal	2	he left	4	0.16
NVC[	qal	3	it spread out	2	0.08
NVC[	qal	4	he will leave	2	0.08
NVC[	qal	5	reject	2	0.08
NVC[	qal	6	drawn	1	0.04
NVH[	hif	1	stretch out, turn, incline	58	0.866
NVH[	hif	2	bend down	3	0.045
NVH[	hif	3	turn	2	0.03
NVH[	hif	4	he has extended	2	0.03
NVH[	hif	5	people pitched	1	0.015
NVH[	hif	6	may people stretch out	1	0.015
NVH[	nif	1	be stretched out, stretch oneself	3	1.0
NVH[	qal	1	turn, stretch out	128	0.955
NVH[	qal	2	declines	1	0.007
NVH[	qal	3	about to extend	1	0.007
NVH[	qal	4	about to stretch out	1	0.007
NVH[	qal	5	bend down	1	0.007
NVH[	qal	6	I have turned	1	0.007
NVH[	qal	7	holding out	1	0.007
NVJ</		1	plant	1	1.0
NVJL/		1	weighing	1	1.0
NVL/		1	burden	1	1.0
NVP/		1	drops	1	1.0
NVPH/		1	ear-drop	2	1.0
NVPH=/		1	Netophah	2	1.0
NVP[	hif	1	drip	6	0.75
NVP[	hif	2	they will drip	1	0.125
NVP[	hif	3	the prophesier	1	0.125
NVP[	qal	1	drop, drip	4	0.444
NVP[	qal	2	they drip	3	0.333
NVP[	qal	3	dripping	2	0.222
NVR=[	qal	1	be angry	5	1.0
NW<DJH/		1	Noadiah	2	1.0
NW<[	hif	1	shake, cause to stagger, make homeless	4	0.444
NW<[	hif	2	she has shaken	3	0.333
NW<[	hif	3	let him disturb	1	0.111
NW<[	hif	4	make	1	0.111
NW<[	nif	1	be tossed about	2	1.0
NW<[	qal	1	shake, totter	10	0.417
NW<[	qal	2	sway	3	0.125
NW<[	qal	3	wildly (stagger)	3	0.125
NW<[	qal	4	a wanderer	2	0.083
NW<[	qal	5	they shook	2	0.083
NW<[	qal	6	quivering	1	0.042
NW<[	qal	7	shake	1	0.042
NW<[	qal	8	really (wander)	1	0.042
NW<[	qal	9	they swing	1	0.042
NW>[	hif	1	hinder, forbid	3	0.429
NW>[	hif	2	he will forbid	1	0.143
NW>[	hif	3	they discouraged	1	0.143
NW>[	hif	4	he frustrates	1	0.143
NW>[	hif	5	let it refuse	1	0.143
NWD/		1	Nod	1	1.0
NWDB/		1	Nodab	1	1.0
NWD[	hif	1	cause to wander, make homeless; shake (the head)	1	0.5
NWD[	hif	2	he will wag	1	0.5
NWD[	hit	1	shake oneself, be shaken to and fro	1	0.25
NWD[	hit	2	bemoaning itself	1	0.25
NWD[	hit	3	you shook yourself	1	0.25
NWD[	hit	4	they will shudder	1	0.25
NWD[	qal	1	move to and fro, wander, waver	9	0.5
NWD[	qal	2	take flight	4	0.222
NWD[	qal	3	a fugitive	2	0.111
NWD[	qal	4	it sways	1	0.056
NWD[	qal	5	you will waver	1	0.056
NWD[	qal	6	fluttering	1	0.056
NWH/		1	pasturage, abode	30	0.938
NWH/		2	the abode	1	0.031
NWH/		3	O abode	1	0.031
NWLW/		1	dunghill	3	1.0
NWMH/		1	somnolence	1	1.0
NWM[	qal	1	slumber, be drowsy	5	0.833
NWM[	qal	2	anyone will slumber	1	0.167
NWN/		1	Nun	30	1.0
NWP[	hif	1	move to and fro, wave, present the wave-offering	20	0.667
NWP[	hif	2	wields	4	0.133
NWP[	hif	3	brandishing	3	0.1
NWP[	hif	4	anyone has wielded	1	0.033
NWP[	hif	5	the [one	1	0.033
NWP[	hif	6	about to brandish	1	0.033
NWP[	hof	1	be presented by waving	1	1.0
NWP[	piel	1	wave (the hand)	1	1.0
NWR/		1	fire	4	1.0
NWS[	hif	1	put to flight; flee	1	0.333
NWS[	hif	2	will they put to flight?	1	0.333
NWS[	hif	3	hide	1	0.333
NWS[	piel	1	drive on a thing	1	1.0
NWS[	qal	1	flee	152	0.993
NWS[	qal	2	actually (flee)	1	0.007
NWV[	qal	1	<uncertain>	1	1.0
NWXH/		1	Nohah	1	1.0
NWYH/		1	plumage	3	1.0
NWY[	qal	1	leave, depart	1	1.0
NX/		1	Noah	46	1.0
NXBJ/		1	Nahbi	1	1.0
NXC/		1	serpent	31	1.0
NXC=/		1	omen, divination	1	0.5
NXC=/		2	omens	1	0.5
NXCT/		1	bronze, copper	131	0.942
NXCT/		2	fetters	7	0.05
NXCT/		3	bronze fetters	1	0.007
NXCT=/		1	menstruation	1	1.0
NXCT>/		1	Nehushta	1	1.0
NXCTN/		1	Nehushtan (bronze serpent)	1	1.0
NXCWN/		1	Nahshon	10	1.0
NXC[	nif	1	be under an omen	1	1.0
NXC[	piel	1	divine, look for an omen	9	0.9
NXC[	piel	2	they observed the signs	1	0.1
NXH[	hif	1	lead, guide	3	1.0
NXH[	qal	1	lead	4	0.667
NXH[	qal	2	you have guided	1	0.167
NXH[	qal	3	you led	1	0.167
NXL/		1	torrent valley, wadi	136	0.978
NXL/		2	the valley	1	0.007
NXL/		3	two rivers	1	0.007
NXL/		4	a shaft	1	0.007
NXLH/		1	possession, inheritance	221	1.0
NXLJ>L/		1	Nahaliel	2	1.0
NXLMJ/		1	Nehelamite	3	1.0
NXL[	hif	1	give as possession	9	0.75
NXL[	hif	2	you will cause to inherit	2	0.167
NXL[	hif	3	he leaves an inheritance to	1	0.083
NXL[	hit	1	possess oneself	4	0.667
NXL[	hit	2	you will give as an inheritance	1	0.167
NXL[	hit	3	you will give as possession	1	0.167
NXL[	hof	1	be made to possess	1	1.0
NXL[	piel	1	divide as possession	3	0.75
NXL[	piel	2	apportion as an inheritance to	1	0.25
NXL[	qal	1	obtain, receive property	20	0.741
NXL[	qal	2	you will possess	2	0.074
NXL[	qal	3	they received their inheritance	2	0.074
NXL[	qal	4	divide for possession	2	0.074
NXL[	qal	5	they possessed	1	0.037
NXM/		1	compassion	1	1.0
NXM=/		1	Naham	1	1.0
NXMH/		1	comfort	2	1.0
NXMJH/		1	Nehemiah	8	1.0
NXMNJ/		1	Nahamani	1	1.0
NXM[	hit	1	comfort oneself, be comforted	3	0.429
NXM[	hit	2	he has compassion	2	0.286
NXM[	hit	3	he will change his mind	1	0.143
NXM[	hit	4	I will gain relief	1	0.143
NXM[	nif	1	be sorry, repent	46	0.958
NXM[	nif	2	I will ease myself	1	0.021
NXM[	nif	3	I am grieved	1	0.021
NXM[	piel	1	comfort, console	35	0.972
NXM[	piel	2	someone comforts	1	0.028
NXM[	pual	1	be comforted	2	1.0
NXR/		1	snorting	1	1.0
NXRJ/		1	Naharai	2	1.0
NXT==/		1	(uncertain)	1	1.0
NXT===/		1	Nahath	5	1.0
NXWC/		1	of bronze	1	1.0
NXWCH/		1	bronze, copper	9	0.9
NXWCH/		2	copper	1	0.1
NXWM/		1	Nahum	1	1.0
NXWM=/		1	Nehum	1	1.0
NXWR/		1	Nahor	18	1.0
NXY[	qal	1	urge	1	1.0
NY/		1	falcon	3	1.0
NY=/		1	blossom	1	1.0
NY>[	qal	1	<uncertain>	1	1.0
NYB/		1	hilt, handle	1	1.0
NYB[	hif	1	set up, erect	14	0.737
NYB[	hif	2	he fixed	1	0.053
NYB[	hif	3	make straight	1	0.053
NYB[	hif	4	setting up	1	0.053
NYB[	hif	5	they erected	1	0.053
NYB[	hif	6	he made to stand up	1	0.053
NYB[	hof	1	be set up	1	0.5
NYB[	hof	2	it has been fixed	1	0.5
NYB[	nif	1	take one's stand, be stationed, be wretched	46	0.902
NYB[	nif	2	was] appointed	2	0.039
NYB[	nif	3	it stood upright	1	0.02
NYB[	nif	4	which] stands firm	1	0.02
NYB[	nif	5	taken a stand	1	0.02
NYH=/		1	blossom	2	1.0
NYH[	hif	1	engage in struggle	3	1.0
NYH[	nif	1	be fallen in ruins, struggle	5	0.556
NYH[	nif	2	ruined	2	0.222
NYH[	nif	3	has it become ruined?	2	0.222
NYH[	qal	1	fall in ruins	1	1.0
NYJB/		1	pillar; garrison	9	0.818
NYJB/		2	a pillar	1	0.091
NYJB/		3	an overseer	1	0.091
NYJX/		1	Neziah	2	1.0
NYL[	hif	1	tear from, remove, snatch away	125	0.862
NYL[	hif	2	a deliverer	13	0.09
NYL[	hif	3	he has taken away	2	0.014
NYL[	hif	4	certainly (deliver)	2	0.014
NYL[	hif	5	at all (deliver)	1	0.007
NYL[	hif	6	certainly (rescue)	1	0.007
NYL[	hif	7	he will tear out	1	0.007
NYL[	hit	1	strip oneself	1	1.0
NYL[	hof	1	be plucked out	2	1.0
NYL[	nif	1	be delivered	15	1.0
NYL[	piel	1	deliver, strip off	3	0.75
NYL[	piel	2	they will deliver	1	0.25
NYR/		1	sprout, shoot	4	1.0
NYR[	qal	1	watch, guard	37	0.804
NYR[	qal	2	watchmen	3	0.065
NYR[	qal	3	maintaining	1	0.022
NYR[	qal	4	besieged	1	0.022
NYR[	qal	5	secret	1	0.022
NYR[	qal	6	besiegers	1	0.022
NYR[	qal	7	O watcher	1	0.022
NYR[	qal	8	a watchman	1	0.022
NYX=/		1	blood-spout	2	1.0
NYY[	hif	1	bloom, blossom	3	1.0
NYY[	qal	1	sparkle	1	1.0
NZH[	hif	1	be sprinkled, spatter	19	0.95
NZH[	hif	2	he will startle	1	0.05
NZH[	qal	1	spatter, sprinkle	4	1.0
NZJD/		1	boiled food	5	0.833
NZJD/		2	food	1	0.167
NZJR/		1	dedicated (adj); Nazirite (n)	11	0.688
NZJR/		2	of the consecrated one	2	0.125
NZJR/		3	your untrimmed vine	1	0.062
NZJR/		4	vines	1	0.062
NZJR/		5	of high rank	1	0.062
NZL[	hif	1	cause to flow	1	1.0
NZL[	qal	1	trickle, flow; brook, watercourse	14	1.0
NZM/		1	ring, earring	15	0.882
NZM/		2	earrings	2	0.118
NZQ/		1	injury, damage	1	1.0
NZR/		1	consecration; diadem	24	0.96
NZR/		2	hair	1	0.04
NZR[	hif	1	hold aloof, dedicate oneself	3	0.6
NZR[	hif	2	you will keep separate	2	0.4
NZR[	nif	1	hold aloof, dedicate oneself	4	1.0
P<H[	qal	1	groan	1	1.0
P<L/		1	deed, work; reward	30	0.938
P<L/		2	activity	1	0.031
P<L/		3	acquisition	1	0.031
P<LH/		1	work, deeds; reward, wages	10	0.714
P<LH/		2	work	2	0.143
P<LH/		3	deeds	2	0.143
P<LTJ/		1	Peullethai	1	1.0
P<M/		1	foot, step; time; anvil	116	0.983
P<M/		2	the hoof-beats	1	0.008
P<M/		3	an anvil	1	0.008
P<MWN/		1	bell	7	1.0
P<M[	hit	1	feel disturbed	1	1.0
P<M[	nif	1	be disturbed	3	1.0
P<M[	qal	1	impel	1	1.0
P<RJ/		1	Paarai	1	1.0
P<R[	qal	1	open	3	0.75
P<R[	qal	2	people have opened wide	1	0.25
P<W/		1	Pau	1	1.0
P<WR/		1	Peor	5	1.0
P>H/		1	side, rim, corner	81	0.964
P>H/		2	belong] to side	2	0.024
P>H/		3	the forehead	1	0.012
P>H=/		1	splendour	1	1.0
P>H==/		1	piece	1	1.0
P>R/		1	headdress	6	0.857
P>R/		2	the head-wraps	1	0.143
P>R=[	piel	1	glean	1	1.0
P>RH/		1	boughs (collective)	1	1.0
P>RH=/		1	bough	5	0.833
P>RH=/		2	boughs	1	0.167
P>RN/		1	Paran	11	1.0
P>RWR/		1	glow, redness	2	1.0
P>R[	hit	1	be glorified	4	0.571
P>R[	hit	2	he will get glory for himself	2	0.286
P>R[	hit	3	honor yourself	1	0.143
P>R[	piel	1	glorify	3	0.75
P>R[	piel	2	he glorifies	1	0.25
PC/		1	folly?	1	1.0
PC</		1	rebellion, revolt, transgression	92	1.0
PCR/		1	interpretation	1	1.0
PCT/		1	flax, linen	16	1.0
PCTH/		1	flax; wick	2	0.5
PCTH/		2	wick	2	0.5
PCV[	hif	1	undress; take off; skin	8	0.727
PCV[	hif	2	skin	2	0.182
PCV[	hif	3	skinning	1	0.091
PCV[	hit	1	take off	1	1.0
PCV[	piel	1	plunder	3	1.0
PCV[	qal	1	undress; take off	21	0.875
PCV[	qal	2	you will make a raid	2	0.083
PCV[	qal	3	it attacks	1	0.042
PCXWR/		1	Pashhur	13	0.929
PCXWR/		2	O Pashhur	1	0.071
PD<[	qal	1	deliver?	1	1.0
PDH>L/		1	Pedahel	1	1.0
PDHYWR/		1	Pedahzur	2	1.0
PDH[	hof	1	be ransomed	1	1.0
PDH[	nif	1	be ransomed; ransom oneself	2	0.667
PDH[	nif	2	she had been released	1	0.333
PDH[	qal	1	buy (off), ransom	40	0.952
PDH[	qal	2	certainly (redeem)	1	0.024
PDH[	qal	3	certainly (ransom)	1	0.024
PDJH/		1	Pedaiah	7	1.0
PDJWM/		1	ransom	1	1.0
PDJWN/		1	ransom money	2	1.0
PDN/		1	Paddan	7	1.0
PDR/		1	kidney-fat	3	1.0
PDWJM/		1	ransom	4	1.0
PDWN/		1	Padon	2	1.0
PDWT/		1	redemption	2	0.5
PDWT/		2	redemption	2	0.5
PF</		1	step	1	1.0
PFH[	qal	1	spread	22	1.0
PFQ[	piel	1	sprawl	1	1.0
