strong	lemma	en	es	fr	pt	zh	zh-Hant
H0885	בְּאֵרֹת בְּנֵי־יַעֲקַן	Beeroth-bene-jaakan	Beerot-bene-jaacan	Bééroth-Bené-Yaaqân	Beerote-Benê-Jaacã	比罗比尼‧亚干，《思》贝洛特贝乃雅干	比羅比尼‧亞干，《思》貝洛特貝乃雅干
H0886	בְּאֵרֹתִי	Beerothite	Beerotita	Béérotite	beerotita	比录人，比录的，《思》贝厄洛特人	比錄人，比錄的，《思》貝厄洛特人
H0887	בָּאַשׁ	stink	apestar	puer	cheirar mal	发臭；腥臭	發臭；腥臭
H0888	בְּאֵשׁ	be displeased	enojo *				
H0889	בְּאֹשׁ	stench	heder	puanteur	apodrecer	发臭；臭气上升；臭气扑鼻；恶臭	發臭；臭氣上升；臭氣撲鼻；惡臭
H0890	בׇּאְשָׁה	foul weed	fruto podrido	fruit pourri, mauvaise herbe puante	frutos ruins	腐烂的水果；臭草；恶草；恶臭的草	腐爛的水果；臭草；惡草；惡臭的草
H0891	בְּאֻשִׁים	sour grapes	fruta podrida	fruit pourri	frutos ruins	腐烂的水果；发恶臭的杂草；野葡萄；酸葡萄	腐爛的水果；發惡臭的雜草；野葡萄；酸葡萄
H0892	בָּבָה	apple	pupila	pupille	pupila	瞳孔；眼中的瞳人；心爱的宝贝	瞳孔；眼中的瞳人；心愛的寶貝
H0893	בֵּבַי	Bebai	Bebai	Bébaï	Bebai	比拜，《思》贝拜	比拜，《思》貝拜
H0894	בָּבֶל	Babylon	Babel	Babel, Babylone	Babel	巴别，巴比伦，《思》巴贝耳，巴比伦	巴別，巴比倫，《思》巴貝耳，巴比倫
H0895	בַּבֶל	Babylon	Babilonia *				
H0896	בַּבְלִי	Babylonian	babilonio *				
H0897	בַּג	spoil	botín	pillage	despojo	掳物；战利品	擄物；戰利品
H0898	בָּגַד	act treacherously	actuar infielmente	agir de façon déloyale, être traître, agir traîtreusement, trahir la confiance, trahir	agir sem fidelidade	失信；背叛；行诡诈；不忠	失信；背叛；行詭詐；不忠
H0899	בֶּגֶד	treachery	tela	étoffe, tissu	pano	布；毯子；遮盖物	布；毯子；遮蓋物
H0900	בֹּגְדוֹת	treachery	engaño	trahison	traição	诡诈；背叛	詭詐；背叛
H0901	בָּגוֹד	treacherous	traicionero	traître	traiçoeiro	奸诈；不贞；背叛	奸詐；不貞；背叛
H0902	בִּגְוַי	Bigvai	Bigvai	Bigvaï	Bigvai	比革瓦伊，《思》彼革外	比革瓦伊，《思》彼革外
H0903	בִּגְתָא	Bigtha	Bigta	Bigta	Bigtá	比革他，《思》彼革达	比革他，《思》彼革達
H0904	בִּגְתָן	Bigthan	Bigtan	Bigtân	Bigtã	辟探，《思》彼革堂	辟探，《思》彼革堂
H0905	בַּד	alone	lino	lin	linho	麻布；麻纱	麻布；麻紗
H0906	בַּד	linen	lino *				
H0907	בַּד	bluster	palabrería *				
H0908	בָּדָא	devise	elegir	choisir	escolher	选择；捏造；编造；私自所定	選擇；捏造；編造；私自所定
H0909	בָּדַד	be alone	estar solo	être solitaire	estar sozinho	孤单；独行的；被孤立；掉队	孤單；獨行的；被孤立；掉隊
H0910	בָּדָד	isolation	solo	seul	sozinho	独自；隔离；分开；孤立的；孤独的	獨自；隔離；分開；孤立的；孤獨的
H0911	בְּדַד	Bedad	Bedad	Bedad	Bedade	比达，《思》贝达得	比達，《思》貝達得
H0912	בֵּדְיָה	Bedeiah	Bedías	Bédya	Bedias	比底雅，《思》贝狄雅	比底雅，《思》貝狄雅
H0913	בְּדִיל	tin	estaño *				
H0914	בָּדַל	separate	separar	séparer, détacher	separar	分开；分别；隔开；割断	分開；分別；隔開；割斷
H0915	בָּדָל	piece	esquina	coin, morceau, bout	pedaço	角；片；小部件	角；片；小部件
H0916	בְּדֹלַח	bdellium	bedelio	bdellium	bdélio	树脂；树胶	樹脂；樹膠
H0917	בְּדָן	Bedan	Bedán	Bedân	Bedã (Baraque)	比但，《现》巴拉，《思》巴辣克	比但，《現》巴拉，《思》巴辣克
H0918	בָּדַק	repair	reparar	réparer	consertar	修理；维修；重修；整修	修理；維修；重修；整修
H0919	בֶּדֶק	breach	grieta	brèche	quebra	破坏之处；损坏；破裂；裂缝	破壞之處；損壞；破裂；裂縫
H0920	בִּדְקַר	Bidkar	Bidcar	Bidqar	Bidcar	毕甲，《思》彼德卡	畢甲，《思》彼德卡
H0921	בְּדַר	scatter	esparcir *				
H0922	בֹּהוּ	void	vacío	vide	vazio	空虚；荒凉；荒地	空虛；荒涼；荒地
H0923	בַּהַט	porphyry	pórfido (?)	porphyre (?), marbre (?)	pórfiro (?)	斑岩（？）；大理石（？）	斑岩（？）；大理石（？）
H0924	בְּהִילוּ	hastely	prisa *				
H0925	בָּהִיר	bright	brillante	brillant	brilhante	亮光；光亮	亮光；光亮
H0926	בָּהַל	dismay	ser rápido	aller vite	ser rápido	赶快；急速；心急；急躁；急忙；突然	趕快；急速；心急；急躁；急忙；突然
H0927	בְּהַל	dismay	espantar *				
H0928	בֶּהָלָה	dismay	angustia	épouvante, terreur, angoisse	angústia	痛苦；惊慌，惊惶，惊恐；惊吓	痛苦；驚慌，驚惶，驚恐；驚嚇
H0929	בְּהֵמָה	animal	animales terrestres	animaux terrestres	animais terrestres	走兽	走獸
H0930	בְּהֵמוֹת	Behemoth	Behemot	behémoth	Beemote	巨兽；大象；河马	巨獸；大象；河馬
H0931	בֹּהֶן	thumb	pulgar	pouce	dedão	大拇指；大脚趾	大拇指；大腳趾
H0932	בֹּהַן	Bohan	Bohán *				
H0933	בֹּהַק	spot	leucodermia	leucodermie	eczema	白斑病；白癜风	白斑病；白癜風
H0934	בֹּהֶרֶת	bright spot	peca	tache	mancha	斑点	斑點
H0935	בּוֹא	come (in)	unirse a hacer una maldición o juramento	exercer (ses) fonctions	[Glosses - pt]	完全的女人	完全的女人
H0936	בּוּז	despise	despreciar	déprécier	desprezar	藐视；轻视；嘲笑	藐視；輕視；嘲笑
H0937	בּוּז	contempt	desprecio	mépris	desprezo	轻蔑，藐视；羞辱，侮辱	輕蔑，藐視；羞辱，侮辱
H0938	בּוּז	Buz	Buz *				
H0939	בּוּזָה	contempt	desprecio	mépris	desprezo	藐视；讥笑	藐視；譏笑
H0940	בּוּזִי	Buzite	Buzita	Bouzite	buzita	布西人，《思》布次人	布西人，《思》布次人
H0941	בּוּזִי	Buzi	Buzí *				
H0942	בַּוַּי	Bavvai	Bavai	Bavvaï	Bavai	宾内，《现》巴瓦伊，《思》彼奴依	賓內，《現》巴瓦伊，《思》彼奴依
H0943	בּוּךְ	perplex	ser confundido	être perplexe	ficar confuso	混乱；慌乱；迷路	混亂；慌亂；迷路
H0944	בּוּל	produce	producto de	produit de	produto de	出产，产出；……的产物	出產，產出；……的產物
H0945	בּוּל	Bul	Bul *				
H0946	בּוּנָה	Bunah	Buna	Bouna	Buna	布拿，《思》步纳	布拿，《思》步納
H0947	בּוּס	trample	patear	se débattre	espernear	打滚；乱动	打滾；亂動
H0948	בּוּץ	fine linen	lino fino	fin lin	linho fino	细麻布；织麻纱	細麻布；織麻紗
H0949	בּוֹצֵץ	Bozez	Boses	Bozez	Bozez	播薛，《思》波责兹	播薛，《思》波責茲
H0950	בּוּקָה	emptiness	vacío, desolación	ravage	vazio	空虚；荒芜，荒凉，荒废	空虛；荒蕪，荒涼，荒廢
H0951	בּוֹקֵר	herdsman	pastor	bouvier	pastor de rebanhos	牧人；饲养员	牧人；飼養員
H0952	בּוּר	explain	examinar	examiner	examinar	仔细研究；详细考究	仔細研究；詳細考究
H0953	בּוֹר	pit	manantial	source, puits	fonte	井；泉	井；泉
H0954	בּוּשׁ	be ashamed	poner en vergüenza	avoir honte	ter vergonha	羞耻；害羞	羞恥；害羞
H0955	בּוּשָׁה	shame	vergüenza	honte	vergonha	羞愧；羞耻；蒙羞	羞愧；羞恥；蒙羞
H0956	בּוּת	lodge	alojarse *				
H0957	בַּז	plunder	saqueo	dépouille	despojo	掳物；掠物；所掳来的；被夺的；战利品	擄物；掠物；所擄來的；被奪的；戰利品
H0958	בָּזָא	divide	dividir	diviser	dividir	划分；分开	劃分；分開
H0959	בָּזָה	despise	despreciar	déprécier	desprezar	轻看，轻视；藐视；轻蔑；认为（某事）有失（自己的）身份	輕看，輕視；藐視；輕蔑；認為（某事）有失（自己的）身份
H0960	בָּזֹה	despise	despreciar *				
H0961	בִּזָּה	plunder	botín	butin	despojo	战利品；掠取的财物；掠物	戰利品；掠取的財物；掠物
H0962	בָּזַז	plunder	saquear	dépouiller	saquer	掳掠；洗劫；抢夺，掠夺	擄掠；洗劫；搶奪，掠奪
H0963	בִּזָּיוֹן	contempt	desprecio	mépris	desprezo	藐视；不尊重	藐視；不尊重
H0964	בִּזְיוֹתְיָה	Biziothiah	Bizotía	Bizyotya	Biziotiá	比斯约他，《思》贝尔舍巴	比斯約他，《思》貝爾舍巴
H0965	בָּזָק	lightning	relámpago	éclair	relâmpago	闪电	閃電
H0966	בֶּזֶק	Bezek	Bezec	Bèzeq	Bezeque	比色，《思》贝则克	比色，《思》貝則克
H0967	בָּזַר	scatter	distribuir	distribuer	distribuir	分发；分给；慷慨给予	分發；分給；慷慨給予
H0968	בִּזְתָא	Biztha	Bizta	Bizta	Bizta	比斯他，《思》彼次达	比斯他，《思》彼次達
H0969	בָּחוֹן	assayer	probador	essayeur	examinador	考验者；试验者；测试者	考驗者；試驗者；測試者
H0970	בָּחַר	youth	hombre joven	jeune homme	moço	少年人；少男；年轻人；青年；壮丁	少年人；少男；年輕人；青年；壯丁
H0971		tower	torre de asedio	tour de siège	torre de ataque	戍楼；瞭望楼；城塔	戍樓；瞭望樓；城塔
H0972	בָּחִיר	chosen	elegido	choisi, élu	escolhido	所拣选的；选民	所揀選的；選民
H0973	בָּחַל	loath	detestar	détester	destestar	憎恶；憎嫌；讨厌	憎惡；憎嫌；討厭
H0974	בָּחַן	test	probar	tester	testar	试验	試驗
H0975	בַּחַן	watchtower	atalaya	tour de guet	guarita	瞭望楼；堡垒	瞭望樓；堡壘
H0976	בֹּחַן	testing	probar	épreuve	prova	考验；试验	考驗；試驗
H0977		choose	elegir	choisir	escolher	挑选；拣选；选择	挑選；揀選；選擇
H0978	בַּחֲרוּמִי	Baharumite	Barhumita, de Bahurim	Baharoumite	baarumita	巴路米人，《思》巴胡陵人	巴路米人，《思》巴胡陵人
H0979	בְּחֻרוֹת	youth	juventud	jeunesse	mocidade	青春；年轻时	青春；年輕時
H0980	בַּחֻרִים	Bahurim	Bahurim	Bahourim	Baurim	巴户琳，《思》巴胡陵	巴戶琳，《思》巴胡陵
H0981	בָּטָא	speak rashly	hablar a la ligera	parler à la légère, propos irréfléchis	falar impensadamente	冒失发言；随便说话；说急躁的话；说话浮躁；出言不慎	冒失發言；隨便說話；說急躁的話；說話浮躁；出言不慎
H0982	בָּטַח	trust	confiar *				
H0983	בֶּטַח	security	confiado	confiant, insouciant, en sécurité, inattentif	confiante	安然；安全；稳固；不警惕，不提防	安然；安全；穩固；不警惕，不提防
H0984	בֶּטַח	Betah	Betac *				
H0985	בִּטְחָה	trust	confianza	confiance	confiança	安稳；安全	安穩；安全
H0986	בִּטָּחוֹן	trust	confianza	confiance, espoir	confiança	倚靠；依赖；希望，指望	倚靠；依賴；希望，指望
H0987	בַּטֻּחוֹת	security	confianza	confiance, sécurité	confiança	安稳；稳固	安穩；穩固
H0988	בָּטֵל	cease	dejar de trabajar	cesser de travailler	parar de trabalhar	不再工作；停止工作；变得闲懒	不再工作；停止工作；變得閒懶
H0989	בְּטֵל	cease	cesar *				
H0990	בֶּטֶן	belly	barriga	ventre, entrailles, estomac, parties intimes	barriga	肚腹；子宫；胃；最里面的部分	肚腹；子宮；胃；最裡面的部分
H0991	בֶּטֶן	Beten	Beten *				
H0992	בֹּטֶן	pistachio	pistacho	pistaches	nozes de pistache	阿月浑子果仁；榧子；坚果；粟子	阿月渾子果仁；榧子；堅果；粟子
H0993	בְּטֹנִים	Betonim	Betonim	Betonim	Betonim	比多宁，《思》贝托宁	比多寧，《思》貝托寧
H0994	בִּי	please	ruego	pardon	por favor	求；恳求；请	求；懇求；請
H0995	בִּין	understand	ser inteligente	être intelligent	ser inteligente	聪明；明辨是非；明白事理；有智慧；善于；精通	聰明；明辨是非；明白事理；有智慧；善於；精通
H0996	בֵּין	between	entre (dos o más lugares)	entre (deux lieux ou plus)	entre (dois ou mais lugares)	在（两个或以上地点）中间；在（两个或以上地点）之中	在（兩個或以上地點）中間；在（兩個或以上地點）之中
H0997	בֵּין	between	entre *				
H0998	בִּינָה	understanding	entendimiento	compréhension, discernement, intelligence	entendimento	认识；明辨是非；明白事理	認識；明辨是非；明白事理
H0999	בִּינָה	understanding	inteligencia *				
H1000	בֵּיצָה	egg	huevo	œuf	ovo	蛋	蛋
H1001	בִּירָא	citadel	ciudadela *				
H1002	בִּירָה	palace	fortaleza	forteresse, citadelle	fortaleza	堡垒；营寨；城堡	堡壘；營寨；城堡
H1003	בִּירָנִית	fortress	fortaleza *				
H1004	בַּיִת	place	Bet-hagan	Beth-Gân	Bete-Hagã	伯·哈干，《思》贝特干	伯·哈干，《思》貝特干
H1005	בַּיִת	house	casa *				
H1006	בַּיִת	Bajith	Bajit *				
H1007	בֵּית אָוֶן	Beth-aven	Bet-avén	Beth-Aven	Bete-Áven	伯‧亚文，《思》贝特阿文，贝特曷龙	伯‧亞文，《思》貝特阿文，貝特曷龍
H1008	בֵּית־אֵל	Bethel	Betel	Béthel	Betel	伯特利，《思》贝特耳	伯特利，《思》貝特耳
H1009	בֵּית אַרְבֵּאל	Beth-arbel	Bet-arbel	Beth-Arbel	Bete-Arbel	伯‧亚比勒，《思》贝特阿尔贝耳	伯‧亞比勒，《思》貝特阿爾貝耳
H1010	בֵּית בַּעַל מְעוֹן	Beth-meon	Bet-meón *				
H1011	בֵּית בִּרְאִי	Beth-biri	Bet-birai	Beth-Biréi	Bete-Biri	伯‧比利，《思》贝特彼黎	伯‧比利，《思》貝特彼黎
H1012	בֵּית בָּרָה	Beth-barah	Bet-bara	Beth-Bara	Bete-Bará	伯‧巴拉，《思》贝特巴辣	伯‧巴拉，《思》貝特巴辣
H1013	בֵּית־גָּדֵר	Beth-gader	Bet-gader.	Beth-Gadér	Bete-Gader	伯·迦得，《思》贝特加德尔	伯·迦得，《思》貝特加德爾
H1014	בֵּית גָּמוּל	Beth-gamul	Bet-gamul	Beth-Gamoul	Bete-Gamul	伯‧迦末，《思》贝特加慕耳	伯‧迦末，《思》貝特加慕耳
H1015	בֵּית דִּבְלָתַיִם	Beth-diblathaim	Bet-diblataim	Beth-Diblataïm	Bete-Diblataim	伯‧低比拉太音，《思》贝特狄贝拉塔因	伯‧低比拉太音，《思》貝特狄貝拉塔因
H1016	בֵּית־דָּגוֹן	Beth-dagon	Bet-dagón	Beth-Dagôn	Bete-Dagom	伯‧大衮，《思》贝特达贡	伯‧大袞，《思》貝特達貢
H1017	בֵּית הָאֱלִי	Bethelite	betelita	Béthèlite	betelita	伯特利人，《思》贝特耳人	伯特利人，《思》貝特耳人
H1018	בֵּית הָאֵצֶל	Beth-ezel	Betesel	Beth-Étsel	Bete-Ezel	伯‧以薛，《思》贝特厄责耳	伯‧以薛，《思》貝特厄責耳
H1019		Beth-gilgal	Casa de Gilgal	Beth-Guilgal	Bete-Gilgal	伯‧吉甲，《思》贝特基耳加耳	伯‧吉甲，《思》貝特基耳加耳
H1020	בֵּית הַיְשִׁימוֹת	Beth-jeshimoth	Bet-jesimot	Beth-Yeshimoth	Bete-Jesimote	伯·耶施末，《思》贝特耶史摩特	伯·耶施末，《思》貝特耶史摩特
H1021	בֵּית הַכֶּרֶם	Beth-haccherem	Bet-haquerem	Beth-Kèrem	Bete-Haquerém	伯‧哈基琳，《思》贝特革楞	伯‧哈基琳，《思》貝特革楞
H1022	בֵּית הַלַּחְמִי	Bethlehemite	de Belén	Bethléhémite	belemita	伯利恒人，《思》白冷人	伯利恆人，《思》白冷人
H1023	בֵּית הַמֶּרְחָק	Beth-merchak	Bet-merchac *				
H1024	בֵּית הַמַּרְכָּבוֹת	Beth-marcaboth	Bet-marcabot	Beth-Markaboth	Bete-Marcabote	伯‧玛加博，《思》贝特玛尔加波特	伯‧瑪加博，《思》貝特瑪爾加波特
H1025	בֵּית הָעֵמֶק	Beth-emek	Bet-emec	Beth-Émeq	Bete-Emeque	伯‧以墨，《思》贝特厄默克	伯‧以墨，《思》貝特厄默克
H1026	בֵּית הָעֲרָבָה	Beth-arabah	Bet-arabá	Beth-Araba	Bete-Arabá	伯‧亚拉巴，《思》贝特阿辣巴	伯‧亞拉巴，《思》貝特阿辣巴
H1027	בֵּית הָרָם	Beth-haram	Bet-aram	Beth-Haram	Bete-Arã	伯‧亚兰，《思》贝特阿辣巴	伯‧亞蘭，《思》貝特阿辣巴
H1028	בֵּית הָרָן	Beth-haran	Bet-arán	Beth-Harân	Bete-Harã	伯‧哈兰，《思》贝特哈兰	伯‧哈蘭，《思》貝特哈蘭
H1029	בֵּית הַשִּׁטָּה	Beth-shittah	Bet-sita	Beth-Shitta	Bete-Sita	伯·示他，《现》伯‧哈示他，《思》贝特史大	伯·示他，《現》伯‧哈示他，《思》貝特史大
H1030	בֵּית הַשִּׁמְשִׁי	Bethshemite	de Bet-semes	de Beth-Shèmesh	de Bete-Semes	伯‧示麦人，《思》贝特舍默士人	伯‧示麥人，《思》貝特舍默士人
H1031	בֵּית חׇגְלָה	Beth-hoglah	Bet-hogla	Beth-Hogla	Bete-Hogla	伯‧曷拉，《思》贝特曷革拉	伯‧曷拉，《思》貝特曷革拉
H1032	בֵּית חוֹרוֹן	Beth-horon	Beth-horón	Beth-Horôn	Bete-Horom	伯‧和仑，《思》贝特曷龙	伯‧和崙，《思》貝特曷龍
H1033	בֵּית כַּר	Beth-car	Bet-car	Beth-Kar	Bete-Car	伯‧甲，《思》贝特加尔	伯‧甲，《思》貝特加爾
H1034	בֵּית לְבָאוֹת	Beth-lebaoth	Bet-lebaot	Beth-Lebaoth	Bete-Lebaote	伯‧利巴勿，《思》贝特肋巴敖特	伯‧利巴勿，《思》貝特肋巴敖特
H1035	בֵּית לֶחֶם	Bethlehem	Belén	Bethléhem	Belém	伯利恒，《思》白冷，贝特肋恒，贝特肋恒	伯利恆，《思》白冷，貝特肋恆，貝特肋恒
H1036	בֵּית לְעַפְרָה	Beth-le-aphrah	Bet-le-afra	Beth-Léafra	Bete-Leafra	伯‧亚弗拉，《思》贝特敖斐辣	伯‧亞弗拉，《思》貝特敖斐辣
H1037		Beth-millo	Casa de Milo	Beth-Millo	Bete-Milo	伯‧米罗，《思》贝特米罗	伯‧米羅，《思》貝特米羅
H1038	בֵּית מַעֲכָה	beth-maacah	Bet-maaca *				
H1039	בֵּית נִמְרָה	Beth-nimrah	Bet-nimra	Beth-Nimra	Bete-Ninra	伯‧宁拉，《思》贝特尼默辣	伯‧寧拉，《思》貝特尼默辣
H1040		Beth-eden	Bet-edén	Beth-Éden	Bete-Éden	伯‧伊甸，《思》贝特厄登	伯‧伊甸，《思》貝特厄登
H1041	בֵּית עַזְמָוֶת	Beth-azmaveth	Bet-azmavet	Beth-Azmaveth	Bete-Azmavete	伯‧亚斯玛弗，《思》贝特阿次玛委特	伯‧亞斯瑪弗，《思》貝特阿次瑪委特
H1042	בֵּית עֲנוֹת	Beth-anoth	Bet-anot	Beth-Anoth	Bete-Anote	伯‧亚诺，《思》贝特阿诺特	伯‧亞諾，《思》貝特阿諾特
H1043	בֵּית עֲנָת	Beth-anath	Bet-anat	Beth-Anath	Bete-Anate	伯‧亚纳，《思》贝特阿纳特	伯‧亞納，《思》貝特阿納特
H1044	בֵּית עֵקֶד	Beth-eked	Casa de Esquileo	Beth-Éqed	Bete-Equede	伯·艾克特，《现》营，《思》贝特厄刻得	伯·艾克特，《現》營，《思》貝特厄刻得
H1045		Beth-ashtaroth	Bet-astarot *				
H1046	בֵּית פֶּלֶט	Beth-pelet	Bet-pelet	Beth-Pèleth	Bete-Palete	伯‧帕列，《思》贝特培肋特	伯‧帕列，《思》貝特培肋特
H1047	בֵּית פְּעוֹר	Beth-peor	Bet-peor	Beth-Péor	Bete-Peor	伯‧毗珥，《思》贝特培敖尔	伯‧毗珥，《思》貝特培敖爾
